,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,Failure_4962W010,Failure_4962W020
1350182655,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.9882558571515672,0.49925434195673424,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,-0.6597226412921734,0.269679944985297,0.269679944985297,0.0,0.0,-0.3922433450191954,0.8901708290844088,-0.44693272585786675,-0.29972301720620753,0.0,0.0,0.6001933335549133,0.38991275479532206,0.469225236240481,1.0,-1.0,2.199358789004483,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,1.5178932768808204,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.41005750097133514,-0.3377676896623452,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-0.736021995137873,-2.014454603668914,-0.3034529752529044,0.4280150626569606,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,0.8778562620584006,0.22762121983507977,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.3717024401334647,-0.4566903852804417,0.057998769149769126,0.0,1.0,0.9831257791213455,-0.3487680701712149,-0.34380062235443565,0.23865435833527956,0.2591660333546262,-1.0,-1.0,1.3654061118742964,0.36689969285274593,0.5577733510228302,1.0,1.0,-0.31208333737814875,-1.9911278428234913,-1.9911278428234913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6586656071175467,-0.0008350766357262367,0.5895481581553893,0.6299926929989299,-1.0,1.0,1.28446973940905,-0.44236188236833984,-0.39742159633523644,0.3942291856171337,0.36388279730575906,0.0,-1.0,0.5431574922287177,0.4517539514526254,0,0
1350634514,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.8776432301363706,0.42234570964486134,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,1.5435020286835952,0.269679944985297,0.269679944985297,0.0,0.0,-0.4125972213218625,-0.2194083029433421,-0.44693272585786675,-0.29972301720620753,0.0,0.0,-0.5139822528117317,0.38991275479532206,0.469225236240481,1.0,-1.0,2.207972846927431,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,-0.3478505426185223,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.6257593040419628,-0.6347965816894007,0.27391223043698637,-0.1916198766495758,0.0,-1.0,1.0318472677950503,-1.926242452712097,-0.7677669441795467,-0.791333656780749,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,-0.17702517728617279,0.22762121983507977,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.05386991885992611,-0.4566903852804417,0.057998769149769126,0.0,1.0,-0.21779390966044074,-0.6404150705821048,-0.6195388584338405,0.23865435833527956,0.2591660333546262,-1.0,-1.0,-0.16510253994759658,0.36689969285274593,0.5577733510228302,1.0,1.0,1.2223264047308668,-1.8805639471400688,-1.8805639471400688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0714594636329973,-0.09937411965100557,0.5895481581553893,0.6299926929989299,-1.0,1.0,1.28446973940905,-0.44236188236833984,-0.6980353679221435,0.3942291856171337,0.36388279730575906,0.0,-1.0,1.8250091738884529,0.4517539514526254,0,0
1351103948,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.7622213584683393,0.49925434195673424,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,0.07468558203308066,0.269679944985297,0.269679944985297,0.0,0.0,-0.5754282317431996,-1.011964825820307,-0.44693272585786675,-0.29972301720620753,0.0,0.0,-0.9984064207972296,0.38991275479532206,0.469225236240481,1.0,-1.0,2.113218209775019,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,-0.3478505426185223,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.5492199545652884,-0.580080733158101,0.27391223043698637,-0.1916198766495758,0.0,-1.0,0.32469956262188454,-1.7804223664365415,-0.2813427862563976,-0.44673510563530927,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,-0.5595646003451941,-0.11706876163284374,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,-0.06170554342135729,-0.4566903852804417,0.057998769149769126,0.0,1.0,-0.5780698162949732,-0.4216798202739374,-0.5496333901320195,0.23865435833527956,0.2591660333546262,-1.0,-1.0,0.07403943689957398,0.36689969285274593,0.5577733510228302,1.0,1.0,0.455121533676359,-1.7651929255573673,-1.7651929255573673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0418846760988005,-0.09937411965100557,0.5895481581553893,0.6299926929989299,-1.0,1.0,1.28446973940905,-0.44236188236833984,-0.39742159633523644,0.3942291856171337,0.36388279730575906,0.0,-1.0,0.5431574922287177,-2.2135943621178646,0,0
1352006426,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.5602330830492845,0.5761629742686071,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,-0.6597226412921734,0.269679944985297,0.269679944985297,0.0,0.0,-0.1479968293871898,1.2071934382351948,-0.44693272585786675,-0.29972301720620753,0.0,0.0,1.3268295855331602,0.38991275479532206,0.469225236240481,1.0,-1.0,0.989083650830513,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,-0.3478505426185223,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.11781634842403324,-0.04855534742547544,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-0.5110204525827728,-1.5436897572361028,-0.10446127428434344,0.6047322683725707,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,1.5270140708858306,-0.0375249197556312,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.4583840368444283,-0.4566903852804417,0.057998769149769126,0.0,1.0,1.4634936546340669,-0.14623543099698583,-0.07194602340290973,0.23865435833527956,0.2591660333546262,-1.0,-1.0,1.9393468563075047,0.36689969285274593,0.5577733510228302,1.0,1.0,-0.31208333737814875,-1.5632936377876392,-1.5632936377876392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2594059754058833,-0.09937411965100557,0.5895481581553893,0.6299926929989299,-1.0,1.0,0.021407828990195707,-0.44236188236833984,-0.39742159633523644,0.3942291856171337,0.36388279730575906,0.0,-1.0,0.5431574922287177,0.4517539514526254,0,0
1352438549,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.4640481899925917,0.5761629742686071,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,-1.394130864617434,0.269679944985297,0.269679944985297,0.0,0.0,-0.24976621090052545,0.8901708290844088,-0.44693272585786675,-0.29972301720620753,0.0,0.0,1.0846175015404114,0.38991275479532206,0.469225236240481,1.0,-1.0,0.8684868399092655,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,-0.3478505426185223,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.16304414584206808,-0.08372982148131103,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-0.6395927626142555,-1.4572778542579958,0.5975372263547467,0.8344646358028639,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,1.480645655969586,0.1745919919169368,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.3428085745631408,-0.4566903852804417,0.057998769149769126,0.0,1.0,1.4634936546340669,-0.18269130604834707,-0.12243330606533592,0.23865435833527956,0.2591660333546262,-1.0,-1.0,1.078435739657692,0.36689969285274593,0.5577733510228302,1.0,1.0,-0.31208333737814875,-1.4671511198020546,-1.4671511198020546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642625044387136,-0.14864364115864348,0.5895481581553893,0.6299926929989299,-1.0,1.0,0.021407828990195707,1.9303063957890938,-0.39742159633523644,0.3942291856171337,0.36388279730575906,0.0,-1.0,0.5431574922287177,0.4517539514526254,0,0
1353307600,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.2716784038792064,0.3454370773329885,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,2.2779102520088492,0.269679944985297,0.269679944985297,0.0,0.0,-0.4329510976245296,-1.593172942596748,-0.44693272585786675,-0.29972301720620753,0.0,0.0,-1.4828305887827276,0.38991275479532206,0.469225236240481,1.0,-1.0,1.2173561857885955,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,-0.3478505426185223,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.7336102055772764,-0.791127577493114,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-0.8645943051693556,-1.274552684418874,-0.8727903419129539,-1.3656645753564816,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,-1.486932898670094,-0.06403953371470268,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,-0.26396260241360836,-0.4566903852804417,0.057998769149769126,0.0,1.0,-1.418713598442227,-0.7497826957361885,-0.7438152465259666,0.23865435833527956,0.2591660333546262,-1.0,-1.0,-1.408640819552883,0.36689969285274593,0.5577733510228302,1.0,1.0,-0.31208333737814875,-1.2748660838308852,-1.2748660838308852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5995160320491523,-0.0008350766357262367,0.5895481581553893,0.6299926929989299,-1.0,1.0,1.28446973940905,-0.44236188236833984,-0.6980353679221435,0.3942291856171337,0.36388279730575906,0.0,-1.0,-0.09776834860115131,0.4517539514526254,0,0
1353703454,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.185112000128183,0.49925434195673424,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,2.2779102520088492,0.269679944985297,0.269679944985297,0.0,0.0,-0.2701200872031926,0.5731482199336229,-0.44693272585786675,-0.29972301720620753,0.0,0.0,0.5033084999578138,0.38991275479532206,0.469225236240481,1.0,-1.0,0.38609959622426515,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,-0.3478505426185223,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.45528529838937,-0.4237497373543876,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-0.8645943051693556,-1.1881407814407672,-0.4084763729863116,-0.13747999563299165,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,0.5300931501865631,0.18784929889647348,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.19833924671153344,-0.4566903852804417,0.057998769149769126,0.0,1.0,0.622849872486813,-0.47433830645923697,-0.42924063916777233,0.23865435833527956,0.2591660333546262,-1.0,-1.0,0.8392937628105216,0.36689969285274593,0.5577733510228302,1.0,1.0,0.455121533676359,-1.1883378176438588,-1.1883378176438588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6290908195833501,-0.09937411965100557,0.5895481581553893,0.6299926929989299,-1.0,1.0,0.021407828990195707,-0.44236188236833984,-0.39742159633523644,0.3942291856171337,0.36388279730575906,0.0,-1.0,-0.09776834860115131,0.4517539514526254,0,0
1353820579,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.1610657768640096,0.5761629742686071,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,0.8090938053583412,0.269679944985297,0.269679944985297,0.0,0.0,-0.12764295308452267,0.5731482199336229,-0.44693272585786675,-0.29972301720620753,0.0,0.0,0.939290251144762,0.38991275479532206,0.469225236240481,1.0,-1.0,0.6014510442979251,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,1.5178932768808204,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.16304414584206808,-0.11890429553714649,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-1.7324573978818825,-1.1588867517867205,-0.29792542800377775,0.507537805228985,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,1.016961506807136,0.1745919919169368,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.22723311228185736,-0.4566903852804417,0.057998769149769126,0.0,1.0,1.1032177479995173,-0.2191471810997083,-0.1379678545768517,0.23865435833527956,0.2591660333546262,-1.0,-1.0,1.2538065226789497,0.36689969285274593,0.5577733510228302,1.0,1.0,-0.31208333737814875,-1.1643021881474627,-1.1643021881474627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3173023815109658,-0.14864364115864348,0.5895481581553893,0.6299926929989299,-1.0,1.0,0.021407828990195707,-0.7389454171380192,-0.39742159633523644,0.3942291856171337,0.36388279730575906,0.0,-1.0,0.5431574922287177,-2.2135943621178646,0,0
1353962641,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.1129733303356633,0.5761629742686071,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,0.8090938053583412,0.269679944985297,0.269679944985297,0.0,0.0,-0.47365885022986387,1.0486821336598018,-0.44693272585786675,-0.29972301720620753,0.0,0.0,0.7939630007491125,0.38991275479532206,0.469225236240481,1.0,-1.0,0.05876539515230597,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,-0.3478505426185223,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.5318246478660442,-0.5136400599415227,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-0.3824481425512857,-1.1377338380368713,0.011617217947317158,0.14526753351198454,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,0.6807904986643595,0.21436391285554496,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.4294901712741043,-0.4566903852804417,0.057998769149769126,0.0,1.0,0.7429418413649849,-0.4378824314078757,-0.4797279218301986,0.23865435833527956,0.2591660333546262,-1.0,-1.0,1.0146645458317791,0.36689969285274593,0.5577733510228302,1.0,1.0,0.455121533676359,-1.1162309291546704,-1.1162309291546704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6586656071175467,-0.09937411965100557,0.5895481581553893,0.6299926929989299,-1.0,1.0,0.021407828990195707,-0.7389454171380192,-0.6980353679221435,0.3942291856171337,0.36388279730575906,0.0,-1.0,-0.09776834860115131,-2.2135943621178646,0,0
1354079288,0.37979181393420364,0.27244033174428056,0.0,1.0,-1.08892710707149,0.5761629742686071,0.0,0.0,0.0,0.0,-0.3062056504781579,-0.20118024638492915,0.0,-1.0,0.07468558203308066,0.269679944985297,0.269679944985297,0.0,0.0,-0.12764295308452267,1.3128676412854567,-0.44693272585786675,-0.29972301720620753,0.0,0.0,1.0846175015404114,0.38991275479532206,0.469225236240481,1.0,-1.0,0.24827466945712576,0.1760821299808971,0.3022180832774159,0.0,0.0,0.0,1.5178932768808204,0.016704200485305423,0.1495723428999599,0.0,0.0,0.0,-0.18043945254131225,-0.09936292106168232,0.27391223043698637,-0.1916198766495758,0.0,-1.0,-1.6038850878503954,-1.1183811722657329,-0.07129599078958325,0.6312398492299123,-0.6357714550000889,-0.6346982513141264,-1.0,-1.0,1.0517378179943193,0.22762121983507977,0.0,0.36689969285413865,0.0,0.0,0.13130643286056223,0.4872779024147481,-0.4566903852804417,0.057998769149769126,0.0,1.0,1.223309716877706,-0.18269130604834707,-0.12243330606533592,0.23865435833527956,0.2591660333546262,-1.0,-1.0,1.429177305700207,0.36689969285274593,0.5577733510228302,1.0,1.0,-0.31208333737814875,-1.0921952996582742,-1.0921952996582742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.269679944985297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27294020020966914,0.09770396637955134,0.5895481581553893,0.6299926929989299,-1.0,1.0,0.021407828990195707,-0.44236188236833984,-0.39742159633523644,0.3942291856171337,0.36388279730575906,0.0,-1.0,0.5431574922287177,0.4517539514526254,0,0
