,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B21,Failure_4962W010
1324429446,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.820182063990328,-0.140423153003358,0.34589794908580807,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,1.7937597505333605,0.0,0.0,0.0,0.0,-0.3810662235610963,-0.17299625590292106,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-1.5084295381341168,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.2654424183680372,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-1.3441425533216125,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.6109912612584,-0.6261460440730598,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-0.9666547597287753,-1.866655495377712,-0.5298150361049612,-0.5002486613878426,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,-0.16654376058464654,0.20410513819093726,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.09558980632506497,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,-0.562648847998143,-0.69329304879381,-0.6396972863746524,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.8639572062873782,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.8215836867139497,-1.8215836867139497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.172491732732901,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-0.4058425293865366,-0.30485579433781657,-0.25944281489228,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1324601877,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.8027943663422823,-0.140423153003358,0.34589794908580807,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,0.6839910840471826,0.0,0.0,0.0,0.0,-0.3810662235610963,-0.1580623910771133,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-1.6099632824537078,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.24562864666993578,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.5725140063586528,-0.5960981740454804,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-1.2783295585559287,-1.8496415034524534,-0.4457306259123134,-0.5002486613878426,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,-0.24814919330289684,0.21655733931282478,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.11243896939457813,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,-0.562648847998143,-0.7235818230400108,-0.6093594748593104,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.42452383513512676,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.804192551264958,-1.804192551264958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.11687588275357771,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-0.4058425293865366,-0.30485579433781657,-0.25944281489228,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1325531854,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.7193334176316626,-0.140423153003358,0.425842326334473,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,0.12910675080409614,0.0,0.0,0.0,0.0,-0.3363391014464296,-0.008723742819035808,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-0.8484602000567768,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.3270852636510174,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.5073986519129268,-0.5092932161880285,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-0.7388924067397006,-1.7647320531839454,-0.3392237063349595,-0.15121248500923148,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,0.10887457483944787,0.14807023314244389,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.17141104013787778,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,-0.11998062094601745,-0.6158884034979641,-0.5352003800440301,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.8639572062873782,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.7207151011097988,-1.7207151011097988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.172491732732901,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-1.1313309447492603,-0.4712905793546733,-0.25944281489228,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1325641944,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.708900799042835,-0.140423153003358,0.5057867035831379,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,1.2388754172902692,0.0,0.0,0.0,0.0,-0.6196108748393189,0.0062101220067719435,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-0.746926455737186,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.2797523645944428,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.9128897227794934,-0.9199474398982818,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-0.47516757696287765,-1.7567065852946726,-0.6643500924131976,-0.1597255624818805,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,0.24148340300660456,0.21655733931282478,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.14613729553360685,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,0.10135349258005318,-0.7841593715324121,-0.9262210617973262,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.542420593249146,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.7102804198404038,-1.7102804198404038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.172491732732901,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-0.4058425293865366,-0.30485579433781657,-0.48150827509668065,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,0.30941450899318707,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1325881641,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.6915131013947893,-0.140423153003358,0.425842326334473,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,0.12910675080409614,0.0,0.0,0.0,0.0,-0.5003385492002076,-0.05352533729645906,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-0.746926455737186,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.3204806730849836,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.6376293608043789,-0.6561939141006394,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-1.2783295585559287,-1.7376059717182029,-0.2271111594114291,-0.15121248500923148,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,0.09867389574966647,0.21033123875188056,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.13771271399885027,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,-0.009313564182974276,-0.5721379518090076,-0.6262138145900559,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.1887303189070911,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.6928892843914123,-1.6928892843914123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.11687588275357771,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-1.1313309447492603,-0.30485579433781657,-0.7035737353010814,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.3450538765212212,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1326133435,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.6741254037467435,-0.140423153003358,0.5057867035831379,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,0.6839910840471826,0.0,0.0,0.0,0.0,-0.45561142708554087,0.1406149054390417,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-0.39155835061861816,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.33479061931138915,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.6494685161581473,-0.6395006529742063,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-0.5231175460132097,-1.7114429463991732,-0.45694188060466645,-0.07459478775538995,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,0.2516840820963856,0.1729746353862189,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.2051093662769065,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,0.21202054934308062,-0.69329304879381,-0.6396972863746524,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.542420593249146,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.6754981489424208,-1.6754981489424208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.11687588275357771,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-1.1313309447492603,2.0252311958981752,-0.25944281489228,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1326487115,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.6445663177450658,-0.140423153003358,0.425842326334473,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,-0.4257775824389953,0.0,0.0,0.0,0.0,-0.4854295084953187,0.0808794461358107,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-0.39155835061861816,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.3920304042170139,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.6909055598963365,-0.6995963930293654,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-1.2423670817681804,-1.684798393006787,-0.26635055083466475,0.09566676169759113,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,0.302687477545292,0.14184413258150058,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.18826020320739215,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,0.21202054934308062,-0.5855996292517635,-0.6700350978899943,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,0.004191648915849346,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,-0.2895277450900342,-1.6459332186791351,-1.6459332186791351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.172491732732901,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-0.4058425293865366,-0.4712905793546733,-0.48150827509668065,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1326851129,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.6167460015081925,-0.140423153003358,0.425842326334473,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,0.12910675080409614,0.0,0.0,0.0,0.0,-0.589792793429541,-0.17299625590292106,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-1.3053620494949354,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.314976847613289,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.8862516232335146,-0.9065928309971354,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-0.7868423757900326,-1.6534990682386226,-0.5186037814126082,-0.4576832740245974,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,-0.5235675287269914,0.20410513819093726,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.09558980632506497,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,-0.6733159047611861,-0.69329304879381,-0.8790289105512388,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-1.0247255128064943,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.6181074019607486,-1.6181074019607486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.172491732732901,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-0.4058425293865366,-0.30485579433781657,-0.48150827509668065,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1326943042,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.6080521526841696,-0.140423153003358,0.34589794908580807,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,1.7937597505333605,0.0,0.0,0.0,0.0,-0.5152475899050966,-0.21779785038034433,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-1.5084295381341168,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.2863569551604766,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,-0.7175436594423152,-0.7429988719580913,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-0.3792676388622152,-1.644189525487066,-0.44012499856613685,-0.5087617388604917,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,-0.6051729614452416,0.21655733931282478,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.09558980632506497,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,-0.7839829615242135,-0.69329304879381,-0.7307107209206781,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.7031888997682622,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,0.36760264264188514,-1.609411834236253,-1.609411834236253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.11687588275357771,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-1.1313309447492603,-0.30485579433781657,-0.25944281489228,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
1327139021,-0.5259877638417254,0.3500194901504565,0.689910192726224,1.185067053718968,-1.5906644550361237,-0.140423153003358,0.18600919458847812,0.0,0.0,0.0,0.0,0.7029190155360391,0.9149084089410371,1.0693288821251348,1.247782843813886,0.12910675080409614,0.0,0.0,0.0,0.0,0.06620499758557102,-0.08339306694807457,0.14993363015325448,-0.19225340359904783,-0.7229255097165789,-0.8434243648546802,-1.1022945608557537,-0.49654153483555136,-0.5650992255974826,-0.7645030414742376,-0.7951371314828793,-0.38322428346230175,0.9692579319571775,0.784194461146296,-0.14818491259550443,1.2477828438139607,-0.07053456158585977,-0.31566984206795395,0.9297478905745687,0.6312180058051496,1.0858460265009129,0.22386272722140121,-0.07053456158585981,0.6202808955335103,0.5423822347772544,-0.3833495434572666,-0.6891630990294453,-1.021058812817465,-0.8351213903401139,-0.5590800228009579,-1.628459608424091,0.5128316502838717,0.21484984631467793,0.225389346034857,-0.21496289578071406,-0.6425976784887555,-0.671858383596142,-0.288951909662022,0.21655733931282478,-0.01573486689338918,0.8819647221150121,0.8697825815247822,0.8697825815317538,0.0,0.13771271399885027,1.0515019114814355,1.0445526634713493,0.4792868736120536,0.9192694583650816,-0.34131473447208804,0.1682543075425633,0.42212611666231575,0.36666159245656427,0.023442736872010934,-0.8040116611765068,-0.5677920273577517,-0.8210856578822799,-0.29264518656456356,-0.07476309016230849,0.46569031542398004,-0.06960800415534137,-0.2895277450900342,-1.5920206987872614,-1.5920206987872614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33739685837486205,0.869782581528532,0.4656903154237995,-0.14213381090374064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0407803608535715,-0.11687588275357771,0.3355673910192265,0.5083981494162857,0.848696656694065,0.9269139309038225,-0.4058425293865366,-0.4712905793546733,-0.48150827509668065,-0.8329784392493507,-0.5060210662824771,-1.0442892494734548,-1.2471188357213727,-0.017819683764018518,0.2622652641564814,-0.14213381090374064,-0.14213381090374064,0
