,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFIB_B20,APUFPLO_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUSN_A10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BATTC_B21,BATTVMON_B21,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,INTSUP_B21,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B21,Failure_4962W010
1319921923,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-2.0312737461353167,-0.3030748483924717,0.3150342664461991,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.19597302643907405,0.0,0.0,0.0,0.0,0.05734752291232818,0.2187784200197419,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,0.0771645664298518,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.3668958451090331,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,0.5138746334695915,0.4512541816147939,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.3305808274255103,-2.027596015117291,0.24711161192796527,0.1539764604493684,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,0.15239850050086054,0.36209353459668175,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.38135324777877266,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.23311076407238066,0.0728556231672154,0.4074574422377057,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,0.22234376005622153,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.11239145989648121,0.10993975903614493,-1.9960628890627783,-1.9960628890627783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.245838337793056,-0.28160965241525526,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,-0.619696182638077,-0.40406128546406944,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,-0.841651842660806,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1320023830,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-2.0223175612890265,-0.3030748483924717,0.3767498400417474,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.4137208335936047,0.0,0.0,0.0,0.0,-0.5893427376871029,0.1497664948460875,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,0.006008716238390033,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.4009893092470464,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,-0.6401348684000143,-0.6166495560445893,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.27433752476183376,-2.0138928255467348,-0.865975487007411,-0.5654960877269168,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,-0.20963073073637187,0.381458418378798,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.34320357611582547,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.20710733234987372,-0.69830308245172,-0.6275764884661131,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,-0.17794997944769514,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.11239145989648121,0.10993975903614493,-1.9871664118998873,-1.9871664118998873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.245838337793056,-0.249320664221585,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,-0.619696182638077,-0.40406128546406944,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,-0.4475065272937371,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1320354517,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.9954490067501565,-0.3030748483924717,0.3767498400417474,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.30484693001633933,0.0,0.0,0.0,0.0,-0.5395973330256082,0.21187722750237648,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,0.02972733296887729,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.3550372488871153,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,-0.7621033523374525,-0.7536503644943128,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.27433752476183376,-1.985897061907964,-0.5804191108407438,-0.35745583283256915,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,0.005629893242523056,0.3717759764877399,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.3771143953717788,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.22660990614175347,-0.6036608776712141,-0.72037263397749,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,-0.17794997944769514,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.11239145989648121,0.10993975903614493,-1.960476980411215,-1.960476980411215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.245838337793056,-0.28160965241525526,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,-0.619696182638077,-0.5882406932842975,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,-0.4475065272937371,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1320626898,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.9685804522112864,-0.3030748483924717,0.3150342664461991,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.19597302643907405,0.0,0.0,0.0,0.0,-0.45668832525645037,0.26018557512393453,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,0.11669559431399723,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.44397672055149745,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,-0.6807910297124937,-0.6623164921944971,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.30245917609367257,-1.9593747595133388,-0.8368370812761184,-0.38346086469436264,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,0.24045966485586326,0.39759582153056167,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.3771143953717788,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.23961162200300695,-0.7158294166703322,-0.6596982311431282,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,0.013494852488960731,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.11239145989648121,0.10993975903614493,-1.9337875489225425,-1.9337875489225425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.245838337793056,-0.28160965241525526,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,-0.619696182638077,-0.40406128546406944,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,0.3407841034403989,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1320918779,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.9363381867646423,-0.3030748483924717,0.25331869285065073,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.19597302643907405,0.0,0.0,0.0,0.0,0.256329141558307,0.12216172477662576,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,-0.03352231164575539,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.4484236941347167,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,0.6514801025272139,0.567177942610714,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.2532462862629552,-1.9263692276444724,-0.04427244538496047,-0.32278245701684466,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,-0.4933833714358242,0.36209353459668175,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.3559201333368083,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.20060647441924745,0.0728556231672154,0.4788390926310725,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,-0.2881757917748611,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.11239145989648121,0.10993975903614493,-1.9017602311361355,-1.9017602311361355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28706709776335637,-0.29775414651208976,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,-0.619696182638077,-0.5882406932842975,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,-0.4475065272937371,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1321083967,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.918425817072062,-0.3030748483924717,0.3150342664461991,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.30484693001633933,0.0,0.0,0.0,0.0,-0.5395973330256082,0.011742644498778734,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,-0.12049057299087533,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.5662684940900229,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,-0.33973440442545655,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,-0.9997855261642548,-1.0487290288475632,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.09154679110488469,-1.9060354624752596,-1.1864979500516293,-1.3889887633503757,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,-1.0902423742863967,0.3556385733359762,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.32624816648784943,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.161601326835487,-0.9997560310118492,-1.0094683180706256,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,-0.43901111390677156,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.6921886736482462,0.10993975903614493,-1.883967276810354,-1.883967276810354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6924535952255785,-0.249320664221585,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.1471196066202904,0.0,-0.43660412867682713,-0.5882406932842975,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,-0.4475065272937371,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1321215349,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.909469632225772,-0.3030748483924717,0.43846541363729574,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.4137208335936047,0.0,0.0,0.0,0.0,-0.5727609361332713,0.15666768736345296,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,0.02972733296887729,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.3906130375528678,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,-0.7370841761451573,-0.7395989995251104,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.06342513977304591,-1.8979314256324575,-0.6445236034495875,-0.46147596027974314,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,-0.26833817363970697,0.3653210152270343,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.364397838150796,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.2136081902805,-0.6842820150768302,-0.72037263397749,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,-0.35199073575374606,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.6921886736482462,0.10993975903614493,-1.8750707996474631,-1.8750707996474631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27275235111304547,-0.28160965241525526,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.1471196066202904,0.0,-0.619696182638077,-0.40406128546406944,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,0.3407841034403989,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1321413954,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.891557262533192,-0.3030748483924717,0.43846541363729574,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.4137208335936047,0.0,0.0,0.0,0.0,-0.5727609361332713,0.1497664948460875,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,0.021821127392048202,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.45064718092632594,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,-0.8871992332989272,-0.8801126492171345,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.3305808274255103,-1.8843755821863162,-0.83100940012986,-0.6695162151740905,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,-0.1802770092847043,0.37823093774844546,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.364397838150796,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.2136081902805,-0.8420190230443397,-0.8809813473625653,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,-0.05032009148992511,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.6921886736482462,0.10993975903614493,-1.8572778453216814,-1.8572778453216814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9434071412736206,-0.28160965241525526,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,-0.619696182638077,-0.5882406932842975,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,0.3407841034403989,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1321735546,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.8611062340558058,-0.3030748483924717,-2.091873103780186,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.4137208335936047,0.0,0.0,0.0,0.0,-0.6390881423485976,0.15666768736345296,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,0.0771645664298518,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.39506001113608713,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,-0.8621800571066324,-0.848497078036429,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.3305808274255103,-1.8404664371107702,-0.7261111394972066,-0.20142564166180874,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,0.054552762328635554,0.32013628640209585,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.3601589857438022,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.23311076407238066,-0.7613978856387238,-0.8310141920872086,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,0.1411247404467316,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.11239145989648121,0.10993975903614493,-1.8270298229678528,-1.8270298229678528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298491176348742,-0.28160965241525526,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,-0.43660412867682713,-0.40406128546406944,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,-0.4475065272937371,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
1321906294,-1.5963537390408655,1.6662886905346044,1.777753054003401,1.8475932499308545,-1.8431938643632257,-0.3030748483924717,0.19160311925510243,0.0,0.0,0.0,0.0,1.9641278606319532,1.8025762488884425,1.7837021262099584,1.496855719656837,0.30484693001633933,0.0,0.0,0.0,0.0,0.6045469741887698,-0.09867643577906829,-1.2999612734962078,-1.0667666922753243,-0.7994622768982284,-1.2263396863418896,-0.26280227337379886,0.9218400268176533,1.3390325473053915,1.3733295790709799,1.73217492928357,0.466211588467593,0.0,-0.05555555555555564,1.7615948887106347,1.8005738194310468,1.8200387816112795,1.857970611856015,0.2121699252260273,0.025873812257568206,1.8627726970152463,1.857970611855991,1.8579706118560093,1.857970611856015,0.2121699252260273,1.061169112676044,1.0027702566559886,-0.9299233061123477,-0.8896156222852938,-1.6920319917457434,-1.857970611856018,-0.16888133226743984,-1.8258791707937265,0.30538842339055045,-0.5221543679572611,-1.2851493067152708,-1.7320386799145908,-1.8064353378828217,-1.8551767080589705,-1.5207636222441867,0.35886605396632876,-0.17380153540886778,0.0,0.0,0.0,0.21200233402404314,0.31353160926686724,0.7723506853503148,1.6391164626903276,1.7404135896823003,1.7609608569156365,0.12909703718235377,0.5635929812883561,0.9713724803453037,-0.8658212530352001,-0.9209062860457818,-1.7273517319284328,-1.8526757743802527,-0.4796206237115169,1.0547069761698513,1.4049719366752398,1.7048027703803874,1.784652418447161,0.6921886736482462,0.10993975903614493,-1.809236868642071,-1.809236868642071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397323264178178,-1.554644148672945,0.0,0.0,0.0,-0.3070441243145585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1929153532892005,-0.29775414651208976,1.139240202520416,1.6273519469286117,1.767900082791462,1.8456826576554841,-0.17341986632964118,0.0,1.3943164109356698,1.4377327927382095,-0.8779931371113594,-1.1351446046132776,-1.8422266004483658,-1.8565541074852672,0.3407841034403989,0.3010050279407936,-0.3070441243145585,-0.3070441243145585,0
