,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFIB_B20,APUFPLO_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BATTC_B21,BATTVMON_B21,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,INTSUP_B21,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B21,Failure_4962W010
1343699573,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2616589210165066,-0.08137884587711618,0.41645569654210424,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.1526382281841048,0.0,0.0,0.0,0.0,-0.14476740987164682,0.8172335879624015,0.6772581672947603,0.5505980596791434,0.0,0.0,0.419689155823354,0.37203454779035,0.24948856762310412,-1.0,-1.0,1.1378901946547484,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,-0.19378360425365931,-0.12757369818050182,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,-0.5129723092586623,-1.3360797078938724,-0.3352653994355421,0.11455605563485832,0.9165277468054449,1.0621347299339694,1.0,0.0,0.9091915613832141,0.2588394602158469,0.0,0.0,0.0,0.0,-0.04339630366058299,0.35967923450352185,0.6344206682521433,0.7937683337054998,1.0,1.0,0.7430600662571482,-0.3174351741559526,-0.17890652079567892,0.6011608789429795,1.129794619105479,0.0,-1.0,0.4981284072983167,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-1.6246401390681173,-1.2616589210165066,-1.2616589210165066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.231037185206961,-0.942229099067587,-1.1441857807186149,-1.0,0.0,0.9428742946567426,0.0,-0.3668775244998017,-0.34549247093207397,-1.109420353042191,1.198167551938031,1.0,1.0,1.5286187526893542,0.2793101938654636,0.0,0.0,0
1343710125,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2587662990879953,-0.08137884587711618,0.4954834941381091,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.695056217917801,0.0,0.0,0.0,0.0,0.6887419196923802,0.641782309190813,0.6772581672947603,0.5505980596791434,0.0,0.0,0.6319778469553007,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.16153472013962009,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,1.696694806041236,1.702644396749842,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,1.7147931480933736,-1.3349401926852613,2.194801834949552,1.9091117353352234,0.9165277468054449,1.0621347299339694,1.0,0.0,1.1355851540140909,0.30039123837964576,0.0,0.0,0.0,0.0,-0.04339630366058299,0.4068706403253029,0.6344206682521433,0.7937683337054998,1.0,1.0,0.9798423095927503,1.663163387182568,1.672500930132372,0.6011608789429795,1.129794619105479,0.0,-1.0,1.8442412939105026,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-0.7987361218830541,-1.2587662990879953,-1.2587662990879953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15499395554858525,-0.29515949589130197,-0.942229099067587,-1.1441857807186149,-1.0,0.0,0.9428742946567426,0.0,2.409822080013068,2.545233524389361,-1.109420353042191,1.198167551938031,1.0,1.0,0.8452362514870244,0.2793101938654636,0.0,0.0,0
1343797330,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2529810552309728,-0.08137884587711618,0.41645569654210424,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.695056217917801,0.0,0.0,0.0,0.0,0.18863632195396396,0.5248147900097541,0.6772581672947603,0.5505980596791434,0.0,0.0,0.578905674172314,0.37203454779035,0.24948856762310412,-1.0,-1.0,-0.3163294029505284,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,-0.7516083392306236,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,1.3985809028793486,1.4252131470658305,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,0.2428766852000615,-1.3178474645560947,1.978264549123801,1.7136650771500355,0.9165277468054449,1.0621347299339694,1.0,0.0,1.2218303321591875,0.30039123837964576,0.0,0.0,0.0,0.0,-0.04339630366058299,0.395072788869858,0.6344206682521433,0.7937683337054998,1.0,1.0,0.9798423095927503,1.5655568872398071,1.4057389963427387,0.6011608789429795,1.129794619105479,0.0,-1.0,0.8846360678107269,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-0.7987361218830541,-1.2529810552309728,-1.2529810552309728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.29515949589130197,-0.942229099067587,-1.1441857807186149,-1.0,0.0,-0.7432067969638991,0.0,-0.3668775244998017,-0.5863863038755271,-1.109420353042191,1.198167551938031,1.0,1.0,0.8452362514870244,0.2793101938654636,0.0,0.0,0
1343880224,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2443031894454393,-0.08137884587711618,0.41645569654210424,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.1526382281841048,0.0,0.0,0.0,0.0,-0.32999170533031946,0.7002660687813426,0.6772581672947603,0.5505980596791434,0.0,0.0,0.9504108836532208,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.8559847407454501,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,-0.30284966638605704,-0.19796670183166884,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,0.8395995755622147,-1.2936327663731089,0.2801563602797511,0.5232172500220703,0.9165277468054449,1.0621347299339694,1.0,0.0,1.2110496848910504,0.2944552700705312,0.0,0.0,0.0,0.0,-0.04339630366058299,0.3124878286817391,0.6344206682521433,0.7937683337054998,1.0,1.0,1.098233431260543,-0.2442302991988821,-0.2465923845930485,0.6011608789429795,1.129794619105479,0.0,-1.0,1.031242421798192,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-0.7987361218830541,-1.2443031894454393,-1.2443031894454393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.231037185206961,-0.942229099067587,-1.1441857807186149,-1.0,0.0,2.6289553862773243,0.0,-0.5982691582092078,-0.5863863038755271,-1.109420353042191,1.198167551938031,1.0,1.0,0.8452362514870244,0.2793101938654636,0.0,0.0,0
1343954511,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2356253236599055,-0.08137884587711618,0.41645569654210424,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-0.6102202384504135,0.0,0.0,0.0,0.0,-0.367036564422054,0.4663310304192245,0.6772581672947603,0.5505980596791434,0.0,0.0,0.4727613286063406,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.4984461162751233,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,-0.40100912230521507,-0.3221896494513754,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,0.4020027892966379,-1.2802434626719283,0.12060257072393439,0.2744669577863761,0.9165277468054449,1.0621347299339694,1.0,0.0,0.9199722086513505,0.1816718721973638,0.0,0.0,0.0,0.0,-0.04339630366058299,0.3242856801371856,0.6344206682521433,0.7937683337054998,1.0,1.0,0.8614511879249408,-0.35403761163448794,-0.3341858553896444,0.6011608789429795,1.129794619105479,0.0,-1.0,1.1245373743356704,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-0.7987361218830541,-1.2356253236599055,-1.2356253236599055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.2737853923298555,-0.942229099067587,-1.1441857807186149,-1.0,0.0,0.9428742946567426,0.0,-0.3668775244998017,-0.34549247093207397,-1.109420353042191,1.198167551938031,1.0,1.0,0.8452362514870244,0.2793101938654636,0.0,0.0,0
1343991051,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2269474578743718,-0.08137884587711618,0.3374278989460994,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.695056217917801,0.0,0.0,0.0,0.0,0.7257867787841147,0.8757173475529311,0.6772581672947603,0.5505980596791434,0.0,0.0,1.1096274020021808,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.11684239208083069,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,1.2531594867028182,1.2098933711916724,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,2.0330453562865207,-1.271697098607345,0.9867517140269398,1.0917893465608002,0.9165277468054449,1.0621347299339694,1.0,0.0,1.5668110447395718,0.31226317499787415,0.0,0.0,0.0,0.0,-0.04339630366058299,0.37147708595896667,0.6344206682521433,0.7937683337054998,1.0,1.0,1.4534067962639379,0.6911653252525753,1.1031433699544981,0.6011608789429795,1.129794619105479,0.0,-1.0,1.5110450348480806,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-1.6246401390681173,-1.2269474578743718,-1.2269474578743718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.2737853923298555,-0.942229099067587,-1.1441857807186149,-1.0,0.0,0.9428742946567426,0.0,-0.3668775244998017,-0.34549247093207397,-1.109420353042191,1.198167551938031,1.0,1.0,-0.5215287509176294,0.2793101938654636,0.0,0.0,0
1344030358,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2182695920888382,-0.08137884587711618,0.3374278989460994,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-0.6102202384504135,0.0,0.0,0.0,0.0,0.6702194901465129,0.5832985496002836,0.6772581672947603,0.5505980596791434,0.0,0.0,0.7911943653042608,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.3678070034878859,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,1.224075203467512,1.1767672518264174,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,0.8395995755622147,-1.261441461729845,0.8271979244711231,0.9496463224261176,0.9165277468054449,1.0621347299339694,1.0,0.0,1.1787077430866395,0.31226317499787415,0.0,0.0,0.0,0.0,-0.04339630366058299,0.3478813830480753,0.6344206682521433,0.7937683337054998,1.0,1.0,1.2166245529283524,0.6220273877931197,1.055365113156355,0.6011608789429795,1.129794619105479,0.0,-1.0,1.4177500823106022,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-1.6246401390681173,-1.2182695920888382,-1.2182695920888382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.2737853923298555,-0.942229099067587,-1.1441857807186149,-1.0,0.0,0.9428742946567426,0.0,-0.3668775244998017,-0.5863863038755271,-1.109420353042191,1.198167551938031,1.0,1.0,-0.5215287509176294,0.2793101938654636,0.0,0.0,0
1344110315,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.2066991043747932,-0.08137884587711618,0.3374278989460994,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.1526382281841048,0.0,0.0,0.0,0.0,-0.08920012123404503,1.109652385915049,0.6772581672947603,0.5505980596791434,0.0,0.0,0.9504108836532208,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.6565882001754613,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,0.02434852001113627,0.08360531277299942,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,1.2771963618277968,-1.2497614308415814,0.6334540371533454,0.7719675422577645,0.9165277468054449,1.0621347299339694,1.0,0.0,1.1355851540140909,0.3181991433069879,0.0,0.0,0.0,0.0,-0.04339630366058299,0.395072788869858,0.6344206682521433,0.7937683337054998,1.0,1.0,1.2166245529283524,0.007919825653249944,0.06396628459488263,0.6011608789429795,1.129794619105479,0.0,-1.0,1.4177500823106022,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-1.6246401390681173,-1.2066991043747932,-1.2066991043747932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.2737853923298555,-0.942229099067587,-1.1441857807186149,-1.0,0.0,0.9428742946567426,0.0,-0.3668775244998017,-0.34549247093207397,-1.109420353042191,1.198167551938031,1.0,1.0,-0.5215287509176294,0.2793101938654636,0.0,0.0,0
1344157381,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.1980212385892595,-0.08137884587711618,0.41645569654210424,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.1526382281841048,0.0,0.0,0.0,0.0,4.319138110682364,0.4663310304192245,0.6772581672947603,0.5505980596791434,0.0,0.0,-0.16410474478949957,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.9178664257499283,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,-0.7516083392306236,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,2.383810997475342,2.505952791357277,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,-0.9505690955242447,-1.2434940971942203,1.7047437670281154,1.269468126729153,0.9165277468054449,1.0621347299339694,1.0,0.0,0.31625596163567754,0.22322365036116268,0.0,0.0,0.0,0.0,-0.04339630366058299,0.3242856801371856,0.6344206682521433,0.7937683337054998,1.0,1.0,0.3878867012537533,3.4485489486355676,3.030199727479609,0.6011608789429795,1.129794619105479,0.0,-1.0,0.3515220533108518,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,0.027167895302023737,-1.1980212385892595,-1.1980212385892595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0035219207762753,-0.29515949589130197,-0.942229099067587,-1.1441857807186149,-1.0,0.0,-0.7432067969638991,0.0,2.409822080013068,2.0634458585024547,-1.109420353042191,1.198167551938031,1.0,1.0,0.8452362514870244,0.2793101938654636,0.0,0.0,0
1344215170,-1.07249790559905,-1.088085673283896,1.0,0.0,-1.1922359947322372,-0.08137884587711618,0.4954834941381091,0.0,0.0,0.0,0.0,1.154844509932722,-1.588898106910272,1.0,1.0,-1.695056217917801,0.0,0.0,0.0,0.0,-0.4781711416972576,0.99268486673399,0.6772581672947603,0.5505980596791434,0.0,0.0,0.6850500197382874,0.37203454779035,0.24948856762310412,-1.0,-1.0,0.29904957570513063,0.0,0.0,-0.18442777839082905,-0.1844277783908296,0.0,0.0,0.0,1.0059988540471436,-0.18442777839082905,-0.1844277783908292,0.0,0.0,0.0,-0.46281322418024046,-0.4132864777058269,0.5557766670053328,-0.5399048572675792,-1.0,-1.0,0.5213473673690674,-1.233808217921026,-0.2099017076416861,0.2389312017527056,0.9165277468054449,1.0621347299339694,1.0,0.0,1.1787077430866395,0.26477542852496067,0.0,0.0,0.0,0.0,3.2547227745202894,0.35967923450352185,0.6344206682521433,0.7937683337054998,1.0,1.0,0.9798423095927503,-0.20762786172034678,-0.4018717191870141,0.6011608789429795,1.129794619105479,0.0,-1.0,1.1778487757856586,-0.8502221070252494,-0.8176481445402727,1.0,-1.0,-1.6246401390681173,-1.1922359947322372,-1.1922359947322372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87797855190881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9588576019067574,-0.2737853923298555,-0.942229099067587,-1.1441857807186149,-1.0,0.0,0.9428742946567426,0.0,-0.3668775244998017,-0.5863863038755271,-1.109420353042191,1.198167551938031,1.0,1.0,-0.5215287509176294,0.2793101938654636,0.0,0.0,0
