,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFPLO_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUSN_A10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B21,Failure_4962W010,Failure_4991W010
1281663196,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.24247774663501,-0.3607339136735559,0.45879600217818994,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.44923803104833276,0.0,0.0,0.0,0.0,-0.4181493728848347,0.03325387680436839,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.43816293866107203,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.46010968486446585,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,0.6333388310901027,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,-0.1353239560829711,-0.07665784029610716,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.4476068136287649,-2.304588610601554,-0.2616527604961532,-0.07306011962823547,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,0.9632114421560845,-1.1740376780631376,0.0,0.0,0.0,0.0,0.07177074858558004,-1.0869416304815156,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.2585165791564834,-0.2635522545980834,-0.07678509421672637,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.42373414596296904,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-1.1009276024071544,-0.30927685641354646,-2.2425432934929295,-2.2425432934929295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,1.2903960317677108,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.13806656810526047,-0.6382334002879514,-0.29521287603324303,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,-0.08226900697907993,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1281686410,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.241301267719269,-0.3607339136735559,0.3822962717752981,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.7053646912840322,0.0,0.0,0.0,0.0,1.313482082524624,0.021002448508021923,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.15744159829855464,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.38753960188075254,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,0.6333388310901027,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,1.9524648953014132,1.9721606001375644,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,1.4387253816908443,-2.3004830376567282,2.228470654156889,2.1669464441722277,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,1.8340601432835055,-1.1582737450456657,0.0,0.0,0.0,0.0,0.07177074858558004,-1.1410706098907555,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.3324622975985221,1.7744855204368533,1.9128011615010292,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.8822403687893181,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-0.42754469996392885,-0.30927685641354646,-2.241366856930664,-2.241366856930664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,1.2800555747070548,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,-0.07611604233448283,1.3820224990184462,2.0164540515489047,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,-0.08226900697907993,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1281705107,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.240124788803528,-0.38579500894438923,0.5352957325810818,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.7053646912840322,0.0,0.0,0.0,0.0,0.849333444992192,0.10676244658244721,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.3379053171030301,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.41947043839358705,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,-0.15416800493640703,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,1.841724144993973,1.8454668803227614,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,1.171885767212593,-2.29808812010558,2.336951278161576,2.1744632447218932,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,1.291193420502776,0.7596714387467371,0.0,0.0,0.0,0.0,0.07177074858558004,0.7950813459012934,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.29548943837750274,1.895034889755001,1.9128011615010292,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.8440315168871229,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-1.1009276024071544,-0.30927685641354646,-2.2401904203683984,-2.2401904203683984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,-0.6846312668175313,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,-0.07611604233448283,1.7187318155695113,2.226605590420008,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,-0.08226900697907993,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1281844229,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.235418873140565,-0.38579500894438923,0.45879600217818994,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.44923803104833276,0.0,0.0,0.0,0.0,-0.3467418901875375,0.08225958998975427,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.37800836572624685,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.5123601446127398,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,0.6333388310901027,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,-0.23629346371622528,-0.1237155076558911,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.6000865933306231,-2.291929760688341,-0.1334483866724322,0.2276119023584038,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,1.064998952677472,0.7649260830858945,0.0,0.0,0.0,0.0,0.07177074858558004,0.765934972373241,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.2585165791564834,-0.09779687178563012,-0.15651350519266558,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.42373414596296904,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-0.42754469996392885,-0.30927685641354646,-2.235484674119337,-2.235484674119337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,-0.6639503526962199,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.06667236462534773,-0.3015240837368856,-0.7155159537754511,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,-0.08226900697907993,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1281931415,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.231889436393342,-0.38579500894438923,0.45879600217818994,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.7053646912840322,0.0,0.0,0.0,0.0,-0.3110381488388888,0.1557681597678331,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.3379053171030301,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.6125068591302638,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,0.6333388310901027,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,-0.24932178728180643,-0.13819478992044001,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.8097462904206777,-2.287310991125412,-0.22220526085808523,0.2050615007094061,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,1.2685739737202453,0.7911993047816808,0.0,0.0,0.0,0.0,0.07177074858558004,0.7742625076669704,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.29548943837750274,-0.19574323435662525,-0.17100957991556362,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.6529872573761445,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-0.42754469996392885,-0.30927685641354646,-2.2319553644325407,-2.2319553644325407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,-0.6742908097568758,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.06667236462534773,-0.3015240837368856,-0.7155159537754511,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,0.7815555663001315,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1282015464,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.2283599996461194,-0.38579500894438923,0.45879600217818994,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.19311137081263563,0.0,0.0,0.0,0.0,-0.43600124355915904,0.09451101828610074,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.37800836572624685,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.6125068591302638,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,0.6333388310901027,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,-0.2916638388699453,-0.18525245728022396,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.6000865933306231,-2.2833764837199535,-0.1433102615819492,0.12989349521274626,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,1.064998952677472,0.7833173382729446,0.0,0.0,0.0,0.0,0.07177074858558004,0.7700987400201054,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.2585165791564834,-0.282388093554044,-0.2181218227649822,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.5128881337347593,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-0.42754469996392885,-0.30927685641354646,-2.2284260547457446,-2.2284260547457446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,-0.6742908097568758,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.06667236462534773,-0.3015240837368856,-0.29521287603324303,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,0.7815555663001315,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1282164111,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.2213011261516744,-0.38579500894438923,0.5352957325810818,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.44923803104833276,0.0,0.0,0.0,0.0,-0.2574825368159159,0.05775673339706133,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.4582144629726804,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.6705629255172344,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,0.6333388310901027,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,-0.12229563251738995,0.01745749442346084,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.4476068136287649,-2.276362796605876,-0.3356168223175307,0.41553191610005336,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,0.9066628251997585,0.7911993047816808,0.0,0.0,0.0,0.0,0.07177074858558004,0.7700987400201054,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.2585165791564834,-0.282388093554044,-0.062289019493828326,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.42373414596296904,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-0.42754469996392885,-0.30927685641354646,-2.2213674353721524,-2.2213674353721524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,-0.6742908097568758,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.13806656810526047,-0.3015240837368856,-0.7155159537754511,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,-0.08226900697907993,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1282412784,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.2107128159100067,-0.37326446130897256,0.22929681096951451,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,0.06301528942306152,0.0,0.0,0.0,0.0,-0.11466757142132131,-0.13826611934448219,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-1.0397086680093235,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.7895778616105249,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,-0.15416800493640703,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,0.36626650119190435,0.3866791921694582,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.4476068136287649,-2.257631120045108,0.7787750424578901,0.29526310730539784,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,-0.518362322099657,-1.068944791279992,0.0,0.0,0.0,0.0,0.07177074858558004,-0.9203909246069307,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.03667942383037008,0.7046098677382913,0.46681770789195004,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,-0.6843225592007038,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,0.9192211049225344,-0.30927685641354646,-2.2107795063117637,-2.2107795063117637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,1.2903960317677108,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.06667236462534773,1.5503771572939788,2.226605590420008,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,-0.08226900697907993,0.2661231477061753,-0.5345224838248515,-0.37682085624860046,0,0
1282492578,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.2083598580785253,-0.37326446130897256,0.5352957325810818,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.9614913515197293,0.0,0.0,0.0,0.0,-0.4002975022105104,0.05775673339706133,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.4582144629726804,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.6284722773866811,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,-0.15416800493640703,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,-0.2200080592592488,-0.13819478992044001,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.2379471165387076,-2.2542953420274365,-0.23206713576760218,-0.06554331907856938,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,0.9066628251997585,-1.1792923224022949,0.0,0.0,0.0,0.0,0.07177074858558004,-1.095269165775245,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.2585165791564834,-0.2296477444773543,-0.18550565463846166,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.10532704677800515,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-0.42754469996392885,-0.30927685641354646,-2.208426633187233,-2.208426633187233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,-0.5222329678670955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,1.3110769458890217,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.06667236462534773,-0.3015240837368856,-0.29521287603324303,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,0.7815555663001315,-3.7576588456111937,-0.5345224838248515,-0.37682085624860046,0,0
1282956195,-2.344255973131555,0.7656802751585181,1.1431069776720677,1.4911886472966012,-2.191889153258153,-0.3607339136735559,0.5352957325810818,0.0,0.0,0.0,0.0,2.791497911807675,-0.6511128345778199,-1.0588947220251224,-1.2810790488221369,-0.7053646912840322,0.0,0.0,0.0,0.0,-0.2931862781645645,0.03325387680436839,0.5263100208411643,-0.6601260517193794,-1.4084140696028637,-1.5731943591730078,-0.43816293866107203,1.0331065635003385,0.41185531039622597,-0.08201122091168765,-0.3634468952195361,0.6473404989624458,-0.07293249574894728,1.8309280097646434,0.16627772221041387,-1.2575268611027381,-1.397542485937378,0.07293249574894806,0.6333388310901027,2.2175811344835172,1.7084997058333928,0.8837577138123145,-0.8670961805518687,0.07293249574894806,-0.4219470745257571,-0.2504092274706941,1.16285810124488,-0.11544319424767414,-0.4737447286689831,-1.5814296148344014,0.5238467034796926,-2.221108627390094,-0.3898571343198742,0.0021078858684243553,-0.16724727420952107,-0.5430339385190437,-0.3461066419968918,-1.1432258763376701,0.6917780807657197,-1.229211443624289,0.0,0.0,0.0,0.0,0.07177074858558004,-1.1535619128313495,1.7984538693688883,1.1302312749928678,-0.5235114390468829,-1.6545693887341666,0.24003014954597507,-0.2484835834333149,-0.4101948128433812,0.4728597633313992,-0.056884255997819884,-0.49009275291880017,-1.0071523509132383,0.5638332696043543,0.4157752584457474,0.6681921457880086,-0.2661231477069813,0.41702882811561043,-0.42754469996392885,-0.30927685641354646,-2.1919565213155177,-2.1919565213155177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1544466583991535,0.41448938064617863,1.910225073787516,1.9148542155126835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.913880635253644,1.2903960317677108,0.2047878341337232,0.34508647612549737,0.0971537121587219,1.112117202227306,0.06667236462534773,-0.6382334002879514,-0.7155159537754511,-2.7247173298069893,0.687187505764452,1.1256473870150903,1.350214008126992,0.7815555663001315,-3.7576588456111937,1.8708286933869802,-0.37682085624860046,0,0
