,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B11,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFIB_B10,APUFIB_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUSN_A10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B11,STC_B21,Failure_4962W010,Failure_4991W010
1288146964,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.1938698825357919,0.0,-0.15829984554415494,0.22414041436642246,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,0.8786685656698965,0.0,0.0,0.0,0.0,-0.4163207379714215,0.12834461189341065,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.2316758409527725,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,0.09286655501482585,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.8153374172420684,-0.7868404429048066,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.4825325368490328,0.9441908740742232,-0.882983916698737,-0.31749734532617996,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,-0.10505826709370014,0.0,0.2118026108359901,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.22532793147435376,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.13538888863288492,-0.7746542407375586,-0.7084535314445911,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,0.5862422818309064,-1.0046490255270102,1.0,1.0,1.0,0.14780754549896613,-2.1447610589527195,0.19282020603901354,0.19282020603901354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.002589622089091537,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,0.12467128603157358,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-0.5788462287983223,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1288286783,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.20124751518835288,0.0,-0.15829984554415494,0.4316909082994245,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,1.1120276969318192,0.0,0.0,0.0,0.0,-0.49800128315900766,0.32202407150792256,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.3557992072217749,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,-0.206505892072462,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.9101708176007631,-0.9228315604122729,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.4825325368490328,0.953645992011488,-0.40755974419862606,0.006205811919993677,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,0.5572734615797392,0.0,0.18230615515611642,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.29925540815492585,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.1918489358074502,-0.7424469700516659,-0.8083273981976615,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,0.2675238571607138,-1.0046490255270102,1.0,1.0,1.0,0.14780754549896613,-2.1447610589527195,0.20020052345026124,0.20020052345026124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.002589622089091537,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,-0.02034694579153035,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-4.4499753389768735,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1288293714,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.20309192335149312,0.0,-0.15829984554415494,-2.6815665006956064,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,0.8786685656698965,0.0,0.0,0.0,0.0,1.2309035899782332,0.21948788700612212,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.3351119795102745,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,-0.08323488444828465,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,1.5466069604416712,1.5760052237874203,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,0.1630400039182983,0.9543896529728457,2.032254415774471,1.5462481054851225,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,0.5454461092819991,0.0,0.20000402856404045,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.2622916698146398,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.1918489358074502,1.3903900664807798,1.5757584533272464,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,-0.09515572953295266,-1.0046490255270102,1.0,1.0,1.0,0.14780754549896613,-2.1447610589527195,0.20204560280307315,0.20204560280307315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.12201689961013376,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,-0.02034694579153035,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-1.472183715762604,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1288496738,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.2160027804934748,0.0,-0.15829984554415494,0.29332391234408983,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,1.1120276969318192,0.0,0.0,0.0,0.0,-0.4571610105652146,0.23088079639521106,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.2109886132412721,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,0.03299206559736868,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.8420093110929513,-0.8616355575339131,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.8432936625719536,0.9658632792337959,-0.5015996904074392,-0.3371157184926147,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,0.13148877886109958,0.0,0.21770190197196534,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.2401134268104684,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.13538888863288492,-0.6279322298351587,-0.9114230025879279,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,0.1466306615961588,-1.0046490255270102,1.0,1.0,1.0,0.8062229754492932,-2.1447610589527195,0.2149611582727566,0.2149611582727566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.002589622089091537,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,0.19718040194312297,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-3.8544170143340195,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1289051475,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.24920212742999914,0.0,-0.15829984554415494,0.29332391234408983,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,0.8786685656698965,0.0,0.0,0.0,0.0,-0.4707744347631456,0.32202407150792256,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.5419842566252784,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,-0.05858068292344958,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.8301551360481145,-0.8310375560947332,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.5584822475275433,0.9969908023306324,-0.7105773486492463,-0.21940547949400616,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,0.604582870770699,0.0,0.2118026108359901,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.254898922146583,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.1918489358074502,-0.7102396993657732,-0.8663186756671863,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,0.5093102482898253,-1.0046490255270102,1.0,1.0,1.0,0.14780754549896613,-2.1447610589527195,0.24817258662337124,0.24817258662337124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.002589622089091537,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,0.19718040194312297,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-0.5788462287983223,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1289254405,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.25842416824570036,0.0,-0.15829984554415494,0.1549569163887551,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,1.3453868281937442,0.0,0.0,0.0,0.0,-0.28018649599211115,0.18530915883885532,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.2523630686642729,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,0.02242597922958165,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.3767329405831054,-0.3788670903824078,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.7673439518934431,1.0075082930698362,-0.433681951478852,-0.445016770908006,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,0.04869731277691975,0.0,0.12331324379636903,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.2475061744785252,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.13538888863288492,-0.3881669925068469,-0.3347319655298758,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,0.5093102482898253,-1.0046490255270102,1.0,1.0,1.0,0.8062229754492932,-2.1447610589527195,0.25739798338743086,0.25739798338743086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.06230326084961212,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,0.12467128603157358,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-0.5788462287983223,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1289415802,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.2676462090614016,0.0,-0.15829984554415494,0.29332391234408983,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,0.6453094344079737,0.0,0.0,0.0,0.0,-0.48438785896107667,0.17391624944976639,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.3557992072217749,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,-0.10612807157848822,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.7738478045851395,-0.7562424414656266,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.6154445305364248,1.0201505294129194,-0.4127841856546713,-0.03303093441287606,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,0.3680358248158993,0.0,0.12921253493234428,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.254898922146583,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.1918489358074502,-0.5635176884633735,-0.7374491701793535,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,0.0257374660316023,-1.0046490255270102,1.0,1.0,1.0,0.8062229754492932,-2.1447610589527195,0.2666233801514905,0.2666233801514905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.002589622089091537,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,-0.02034694579153035,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-4.4499753389768735,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1289680835,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.28424588252966376,0.0,-0.15829984554415494,0.22414041436642246,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,1.1120276969318192,0.0,0.0,0.0,0.0,-0.36186704117969737,0.25366661517338895,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.3557992072217749,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,0.13865292927523498,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,0.5429161391959811,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.45674862213575407,-0.4400630932607676,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.8432936625719536,1.0382108670458963,-0.2612753834293612,-0.2586422258268755,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,0.17879818805205977,0.0,0.15870899061221796,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.2770771651507544,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.1730289200825942,-0.5313104177774809,-0.4056101935481839,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,-0.13911689155642804,-1.0046490255270102,1.0,1.0,1.0,0.14780754549896613,-2.1447610589527195,0.28322909432679777,0.28322909432679777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.06230326084961212,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,0.12467128603157358,-0.18185057988854367,-0.9586532561423285,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,0.01671209584453223,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1290109984,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.3082231886504869,0.0,-0.15829984554415494,0.36250741032175715,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,1.3453868281937442,0.0,0.0,0.0,0.0,-0.4707744347631456,0.17391624944976639,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.16961415781827133,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,0.1809172747463811,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-1.0731657244672694,-1.2356111306794453,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.7673439518934431,1.0619017805291542,-1.206899286973538,-0.9256669134856575,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,-0.16419502858240007,0.0,0.2118026108359901,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.21793518380629698,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.11656887290803163,-0.9857907930117437,-1.1176142113684604,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,-0.7106119978615987,-1.0046490255270102,1.0,1.0,1.0,0.8062229754492932,-2.1447610589527195,0.3072151259133528,0.3072151259133528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.002589622089091537,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,0.12467128603157358,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-0.5788462287983223,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
1290283004,-0.903791799167773,-0.3179993640018568,-0.317999364001885,0.0,0.31560082130304784,0.0,-0.15829984554415494,0.29332391234408983,0.0,0.0,0.0,0.0,0.7566444492037429,0.3179993640019095,0.31799936400191214,-1.0,1.3453868281937442,0.0,0.0,0.0,0.0,-0.48438785896107667,0.13973752128249958,-0.7861351555959308,-0.31799936400183576,0.31799936400183576,0.0,0.14892693010677094,0.5337454830480389,0.31799936400183115,0.3179993640018755,1.0,0.06292931030609626,-0.47434164902525733,-0.5380275868489693,-0.38174803984351613,0.31799936400190826,0.3179993640019078,0.0,0.21938172723813928,-0.16179620042264276,-0.3462095288598839,0.3179993640019083,0.31799936400190804,0.0,0.1443375672974066,-0.8686812049438342,-0.9228315604122729,0.0321863903080072,-0.31799936400180623,-0.3179993640017233,-1.0,-0.8432936625719536,1.0751814405534017,-0.6583329340887945,-0.47444433065765823,0.4054802533397709,0.3179993640018808,0.317999364001932,1.0,-0.1996770854756197,0.0,0.20000402856404045,0.0,0.0,0.0,0.0,0.07176561855962484,0.0,0.21054243613823914,-0.23889628441862507,0.31799936400262363,0.31799936400145534,-1.0,0.11656887290803163,-0.6923467712069441,-0.9694142800574527,0.7560857813014918,0.31799936400215917,0.3179993640019637,0.0,-0.5457576402735683,-1.0046490255270102,1.0,1.0,1.0,0.14780754549896613,-2.1447610589527195,0.3145954433246005,0.3145954433246005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317999364001908,0.0,-0.1617962004226435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9813495459380753,-0.002589622089091537,-0.7628831964369127,-0.3179993640010977,-0.31799936400159706,1.0,0.12467128603157358,-0.18185057988854367,-1.116814904462106,-0.8104549515939218,0.3179993640016177,-0.31799936400191814,-1.0,-0.5788462287983223,0.29814239699997164,-0.1617962004226435,0.0,-0.1617962004226435,0,0
