,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B11,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUSN_A10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,INTSUP_B21,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B11,STC_B21,Failure_4962W010,Failure_4991W010
1283951602,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-1.1766640506729271,-0.06454972243679026,-0.20592199479195322,0.29833715309785747,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.5336939645102223,0.0,0.0,0.0,0.0,-0.2527375323087604,0.33703342853992363,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.08469317961942213,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.37473154203969367,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,-0.38258399894856954,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,0.6220146464419041,0.6517109825831943,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,-0.12148910810197121,-0.9171985529094921,1.1907883123233656,1.2277972405353164,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,-1.4398083463181788,0.4888173462958676,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.47367976943259577,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.21423971339676576,0.9060502239912338,0.7327321790020063,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,-0.6736146164453873,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,-1.0163800027450136,-1.1409062386307283,-1.0091585769928766,-1.0091585769928766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2612560896190073,-0.3802245454732623,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.2689208521653716,-0.06454972243679029,0.14674918654924463,0.3751971978972574,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-1.327424928586555,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1283951782,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-1.1766640506729271,-0.06454972243679026,-0.20592199479195322,0.362936662438903,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.5336939645102223,0.0,0.0,0.0,0.0,1.7148326733178167,0.39453280472123253,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.08469317961942213,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.37473154203969367,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.09763862473166575,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,0.6220146464419041,0.6649761034043381,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,-0.12148910810197121,-0.9171985529094921,1.2004267607698529,1.2112513107693859,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,-1.4398083463181788,0.491933962620567,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.4693277880200204,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.21423971339676576,1.1086833023571716,0.9022611902214643,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,-0.6736146164453873,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,-1.0163800027450136,-1.1409062386307283,-1.007860696568008,-1.007860696568008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2612560896190073,-0.3802245454732623,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.2689208521653716,-0.06454972243679029,0.11209308271938882,0.4575492240295334,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-1.327424928586555,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1284688675,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-1.1766640506729271,-0.06454972243679026,-0.20592199479195322,0.1691381344157665,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.5336939645102223,0.0,0.0,0.0,0.0,-0.3518238016568614,0.12141076786001506,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.08469317961942213,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.37473154203969367,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.577861248411901,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,0.3820501532350108,0.32339924225988115,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,-0.12148910810197121,-0.9171985529094921,-0.21642516086375516,-0.6584387527807162,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,-1.4398083463181788,0.43583486877598215,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.4040480668313952,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.21423971339676576,-0.19096333819677339,0.21135050298744634,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,-0.6736146164453873,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,-1.0163800027450136,-0.8692465597923319,-1.180478793075536,-1.180478793075536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2612560896190073,-0.36729283287672626,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.2689208521653716,-0.06454972243679029,-0.18248379983438526,-0.32479502422708784,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-1.327424928586555,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1286640413,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-1.088501129419336,-0.06454972243679026,-0.20592199479195322,0.42753617177994846,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.15456280622882826,0.0,0.0,0.0,0.0,1.7006774919823737,0.3010963184266055,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.3095896262014809,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,-0.040642544662707565,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.577861248411901,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,1.9374826513712577,1.8886834991548687,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,0.14941863259801771,-0.8140894528840026,1.9522257395958489,1.6248995549176386,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,0.7039063026444455,0.4857007299711686,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.4693277880200204,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.3048217676575047,2.0310131762986803,1.925832578716306,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,0.1921619494940993,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,-0.4400327541296001,-0.8692465597923319,-1.092222924184469,-1.092222924184469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429000692681107,-0.39315625806979876,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.2689208521653716,-0.06454972243679029,0.11209308271938882,0.3751971978972574,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,1.223686776272791,-3.0786784290609512,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1289330248,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-0.9912626133308167,-0.06454972243679026,-0.20592199479195322,0.42753617177994846,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.43891117493987336,0.0,0.0,0.0,0.0,-0.6349274283657214,0.3010963184266055,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.23462414400746132,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.1075629294727089,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.577861248411901,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,-0.7339292971006609,-0.7842383463056398,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,0.1181600471326346,-2.0611182855567725,-0.4381094751329591,-0.32752015746211405,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,0.07465672906835193,0.4701176483476728,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.4519198623697207,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.2708534973097273,-0.5333433671599094,-0.725857049603143,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,0.047865855170851714,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,0.13631449448582367,-0.8692465597923319,-0.9948818923193217,-0.9948818923193217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2612560896190073,-0.3414294076836533,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.2689208521653716,-0.06454972243679029,-0.18248379983438526,-0.32479502422708784,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,0.7134644353009236,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1293843901,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-0.8603147449982771,-0.06454972243679026,-0.20592199479195322,0.104538625074721,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.5336939645102223,0.0,0.0,0.0,0.0,-0.21027198830243135,-0.007962828547930076,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.043802916604502355,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.078985192307584,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.09763862473166575,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,0.5381716307431101,0.5024783733453246,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,0.2327748605057065,-1.8941026027189412,0.5257353695157537,-0.26133643839839354,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,-1.26916439416195,0.4857007299711686,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.37793617835594534,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.20291695661417408,0.3959738543114598,0.4800379924673423,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,-0.5533678711760142,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,0.13631449448582367,-0.8692465597923319,-0.8637959694075897,-0.8637959694075897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010126738260808621,-0.36729283287672626,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.2689208521653716,-0.06454972243679029,0.07743697888953317,0.2928451717649818,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-0.8172025876146831,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1296071477,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-0.7695587966489923,-0.06454972243679026,-0.20592199479195322,0.42753617177994846,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.5336939645102223,0.0,0.0,0.0,0.0,-0.7340136977138224,0.15016045595066954,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.1596586618134417,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.03046949898074383,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.577861248411901,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,-0.918962159332482,-0.9798988784175132,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,-0.07981099414812756,-1.7832177967999348,-0.26943662731943435,-0.6088009634829259,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,-0.5652580915175062,0.491933962620567,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.4040480668313952,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.2425466053532465,-0.8023562470595162,-1.045723108507781,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,-0.1365124875755214,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,0.13631449448582367,-0.8692465597923319,-0.7729443396667856,-0.7729443396667856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2612560896190073,-0.32849769508711735,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.24748899853711412,-0.06454972243679029,-0.18248379983438526,-0.36597103729322583,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-1.8376472695584223,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1296553034,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-0.7410354985963599,-0.06454972243679026,-0.20592199479195322,0.233737643756812,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.43891117493987336,0.0,0.0,0.0,0.0,-0.21027198830243135,0.26515920831328743,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,0.2686993631865611,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,-0.11972977077084461,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.577861248411901,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,0.46589316893380495,0.4593667306766068,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,0.07648193317878947,-1.7596476883102117,0.7040466657757656,0.3922277873558456,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,0.20263969318552386,0.495050578945266,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.44756788095714534,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.2708534973097273,0.5287334573787983,0.4800379924673423,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,0.7533134274178408,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,0.13631449448582367,-0.8692465597923319,-0.7443909703196756,-0.7443909703196756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2720699339546399,-0.36729283287672626,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.2689208521653716,-0.06454972243679029,0.025452823144749375,0.2104931456327058,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-1.327424928586555,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1298018793,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-0.6788028482997074,-0.06454972243679026,-0.20592199479195322,-0.08925990294841546,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.6284767540805704,0.0,0.0,0.0,0.0,1.4600394092798428,-0.10858673686522073,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,-0.1265731792909967,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.32488665163540553,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,-0.38258399894856954,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,1.570308065379988,1.5603717588315558,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,-0.5591093046173392,-1.6971180534165131,0.5257353695157537,-0.8073521206740872,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,-2.516998294304373,0.491933962620567,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.3518242898804949,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.1406417943099159,1.2763796430738095,1.4588281327155346,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,-1.3469963899538777,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,1.2890089917166507,-0.8692465597923319,-0.6820927099259813,-0.6820927099259813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2612560896190073,-0.3802245454732623,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.20462529128059762,-0.06454972243679029,0.042780875059677356,0.2104931456327058,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-0.8172025876146831,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
1298732978,-0.9754892723541984,1.4979372908354913,-2.365611046054541,1.2249830819147822,-0.6788028482997074,-0.06454972243679026,-0.20592199479195322,0.9443322465083124,0.0,0.0,0.0,0.0,1.423461260115017,-1.1826639030232249,2.414117721979204,-1.2391593579444484,0.6284767540805704,0.0,0.0,0.0,0.0,-0.7340136977138224,0.19328498808665123,0.1509340414082514,-0.05556102910002045,0.2712318358063532,1.2809417415886237,-0.1265731792909967,0.519413014995425,-0.6374877438084172,-0.54575312770709,1.2838400264979255,0.32488665163540553,2.0170599971693695,1.1955540960977047,2.4260491103261597,0.0,0.26666666666666583,0.09763862473166575,2.2265604009591864,0.9592976685033813,2.4260491103261286,0.0,0.21753191765896476,-0.8784862207192713,-0.9036244336959356,-0.10761476928630503,-0.40732111793369946,0.2520093605215104,-1.2757923009279595,-0.5591093046173392,-1.6971180534165131,-0.057390761496717506,-0.31924719257914913,-1.3015809947551524,-0.6589918901630355,-0.27647098969145656,1.2685206415963772,-2.516998294304373,0.4171351708277869,0.1299139604906649,0.0,0.0,0.0,0.25711482711297756,0.0,0.4084000482439706,1.6025121419684434,0.7476413502275376,2.4151445552907616,-1.250531801758786,0.1406417943099159,-0.7534448143504968,-0.9849485573158997,-0.40328428001521194,-0.4159471063185357,0.04766950741554761,1.2828816002594612,-1.3469963899538777,1.3712456718755848,0.6917568990342314,0.5501842443236036,-1.2838814775331566,1.2890089917166507,-0.8692465597923319,-0.6470499384545282,-0.6470499384545282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660310114269783,2.0103050839641856,0.0,-0.28410823428622756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4260491103261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2612560896190073,-0.3414294076836533,1.0294247501496638,0.30717715533959733,-0.20105804123605295,-1.2725999712744418,-0.20462529128059762,-0.06454972243679029,-0.14782769600452944,-0.32479502422708784,-1.3722575695568622,1.1876243484388451,-2.4234033499408416,1.2537289799406797,-0.8172025876146831,0.32481469664404533,-0.3089571903266615,0.0,-0.20806259464411997,0,0
