,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11
1350681730,0.6274237618915063,-1.0,-1.0,-1.0,-2.103334022251367,0.6315969729672213,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-1.9842051686523563,0.0,0.0,0.0,0.0,-0.3350873654465299,1.2671886397806276,-0.31152643159532645,0.0,0.0,0.0,0.9092380915214114,0.6683445790600754,-1.0,1.0,1.0,2.0379945259510532,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,-0.19245088297697902,-0.1763823487695844,1.085171504057235,1.0,1.0,-1.0,0.11066281012017518,-2.2282073630186257,-0.477462438574282,0.3127634999796046,-0.40793466299770154,1.0,-1.0,0.0,1.1043822662269385,0.3090666530820399,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.4178903337185485,-0.637544718246556,-1.0,0.0,-1.0,1.0935243297572301,-0.4879725679913955,-0.15948546050942994,0.309318948225169,-1.0,-1.0,0.0,1.3922834039415446,-0.762000762001298,-1.0,-1.0,-1.0,0.1038261891908358,-2.103334022251367,-2.103334022251367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780797809640848,-0.2908176104850702,0.043852900965258595,1.0,-1.0,1.0,-1.0260717884816843,-0.7116744045933616,-0.5935224506920358,0.48532844838072164,1.0,-1.0,0.0,1.6220826505698334,0.2553769592276243
1351585595,0.6274237618915063,-1.0,-1.0,-1.0,-1.8889570216853118,-1.9582148827142722,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-1.075550465250812,0.0,0.0,0.0,0.0,3.287249471152667,1.4727920945794712,-0.31152643159532645,0.0,0.0,0.0,1.5475284423029205,0.6683445790600754,-1.0,1.0,1.0,1.8473277349790245,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,2.0944188295112363,2.137420746113309,1.085171504057235,1.0,1.0,-1.0,0.9162880677950717,-1.9921120496511684,1.7012679861608997,1.6958925600565422,-0.40793466299770154,1.0,-1.0,0.0,1.365445751627242,0.30344099706382993,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.38162712294131956,-0.637544718246556,-1.0,0.0,-1.0,1.3648291001780146,2.746644230679676,2.2669810310152503,0.309318948225169,-1.0,-1.0,0.0,1.5412801536945027,-0.762000762001298,-1.0,-1.0,-1.0,0.1038261891908358,-1.8889570216853118,-1.8889570216853118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3082098883229965,-0.33200276341503665,0.043852900965258595,1.0,-1.0,1.0,-1.0260717884816843,1.4985256829113847,1.5696461505905148,0.48532844838072164,1.0,-1.0,0.0,0.8026800745087843,0.2553769592276243
1352738666,0.6274237618915063,-1.0,-1.0,-1.0,-1.6226098391638497,0.8258328621433333,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,-0.5132350787219002,1.4042576096465234,-0.31152643159532645,0.0,0.0,0.0,1.3560413370684676,0.6683445790600754,-1.0,1.0,1.0,1.6236609224926022,-0.6631238651288586,0.0,0.0,0.0,1.33630620956212,-0.6531063754252543,0.0,0.0,0.0,-0.8384266907920613,-0.7499721916187051,1.085171504057235,1.0,1.0,-1.0,-0.1372218845490234,-1.7130053128583522,-0.8268814689563395,0.5091336751757131,-0.40793466299770154,1.0,-1.0,0.0,0.9552031317124797,0.32594362113666825,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.357451649089833,-0.637544718246556,-1.0,0.0,-1.0,1.229176714967632,-0.6651147804049262,-0.7480992674857394,0.309318948225169,-1.0,-1.0,0.0,1.3922834039415446,-0.762000762001298,-1.0,-1.0,-1.0,0.1038261891908358,-1.6226098391638497,-1.6226098391638497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86766568142379,-0.2908176104850702,0.043852900965258595,1.0,-1.0,1.0,-1.0260717884816843,-0.7116744045933616,-0.3531703838828633,0.48532844838072164,1.0,-1.0,0.0,0.8026800745087843,0.2553769592276243
1352941199,0.6274237618915063,-1.0,-1.0,-1.0,-1.5771359299528684,0.4373610837911093,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,0.16966448883368607,0.03356791098756645,-0.31152643159532645,0.0,0.0,0.0,-0.175855504807154,0.6683445790600754,-1.0,1.0,1.0,2.250661331266014,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,0.5804130299446373,0.5235916967412071,1.085171504057235,1.0,1.0,-1.0,-0.47806333971917525,-1.6681238275449348,0.026112046388094893,-0.17389302115857697,-0.40793466299770154,1.0,-1.0,0.0,-0.07661921534586155,0.32594362113666825,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.2970129644611175,-0.637544718246556,-1.0,0.0,-1.0,-0.12734713713627127,-0.013231438723133076,0.40408095042533443,0.309318948225169,-1.0,-1.0,0.0,-0.32117921821748113,-0.762000762001298,-1.0,-1.0,-1.0,-0.4614497297368784,-1.5771359299528684,-1.5771359299528684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86766568142379,-0.31141018695005307,0.043852900965258595,1.0,-1.0,1.0,0.45267873021280447,-0.466096617092834,-0.5935224506920358,0.48532844838072164,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1354150078,0.6274237618915063,-1.0,-1.0,-1.0,-1.3172850201758322,0.6963422693592587,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,0.7417589415522844,0.0,0.0,0.0,0.0,-0.5577720070407428,0.17063688085346213,-0.31152643159532645,0.0,0.0,0.0,0.1432896705836005,0.6683445790600754,-1.0,1.0,1.0,1.737327663264391,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,-0.9162898461983435,-0.912003220672129,1.085171504057235,1.0,1.0,-1.0,2.1866971279747216,-1.3651738016793658,-0.9861754386893364,-0.5410198704382578,-0.40793466299770154,1.0,-1.0,0.0,-0.02689283717437497,0.2865640290092016,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.2970129644611175,-0.637544718246556,-1.0,0.0,-1.0,0.008305248074111352,-0.7784857963495859,-0.9328238132921343,0.309318948225169,-1.0,-1.0,0.0,-0.6005481240042787,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-1.3172850201758322,-1.3172850201758322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7994123535943354,-0.2908176104850702,0.043852900965258595,1.0,-1.0,1.0,0.45267873021280447,-0.7116744045933616,-0.5935224506920358,0.48532844838072164,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1354742473,0.6274237618915063,-1.0,-1.0,-1.0,-1.2068483835205919,0.6963422693592587,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,-0.6616915064513755,-0.651776938341912,-0.31152643159532645,0.0,0.0,0.0,-1.2609491011357195,0.6683445790600754,-1.0,1.0,1.0,0.9636604922048012,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,-1.0374103101636714,-1.1323654201847855,1.085171504057235,1.0,1.0,-1.0,1.3810718702998206,-1.2104261804424779,-1.1608849538803652,-1.266735735293441,-0.40793466299770154,1.0,-1.0,0.0,-1.1084415624042026,0.30344099706382993,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.21239880598091554,-0.637544718246556,-1.0,0.0,-1.0,-1.2125662188194093,-0.9095710335355988,-1.0486680199842802,0.309318948225169,-1.0,-1.0,0.0,-1.4386548413646716,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-1.2068483835205919,-1.2068483835205919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4643505624315588,-0.2908176104850702,0.043852900965258595,1.0,-1.0,1.0,-1.0260717884816843,-0.466096617092834,-0.5935224506920358,0.48532844838072164,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1355363942,0.6274237618915063,-1.0,-1.0,-1.0,-1.0639303831432219,0.6963422693592587,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,-0.5726176498136903,0.37624033565230564,-0.31152643159532645,0.0,0.0,0.0,0.33477677581805326,0.6683445790600754,-1.0,1.0,1.0,0.8829937729474017,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,-0.8499619730744734,-0.762934673942979,1.085171504057235,1.0,1.0,-1.0,-0.47806333971917525,-1.0865345803585647,-0.7343881962081479,-0.25073352449618447,-0.40793466299770154,1.0,-1.0,0.0,0.3709181881975155,0.2753127169727824,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.3211884383126041,-0.637544718246556,-1.0,0.0,-1.0,0.41526240370527845,-0.6474005591635731,-0.8482888516519197,0.309318948225169,-1.0,-1.0,0.0,0.7217980300532314,-0.762000762001298,-1.0,-1.0,-1.0,0.1038261891908358,-1.0639303831432219,-1.0639303831432219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4333263225090795,-0.2908176104850702,0.043852900965258595,1.0,-1.0,1.0,0.45267873021280447,-0.7116744045933616,-0.5935224506920358,0.48532844838072164,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1355435569,0.6274237618915063,-1.0,-1.0,-1.0,-1.0314490194210924,0.372615787399072,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,1.0307117696646426,-0.10350105887832924,-0.31152643159532645,0.0,0.0,0.0,-0.048197434650852196,0.6683445790600754,-1.0,1.0,1.0,0.783993708404234,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,1.644542820497161,1.599477729655942,1.085171504057235,1.0,1.0,-1.0,2.5275385831448687,-1.069704023366033,1.6601598649394813,1.260463041143432,-0.40793466299770154,1.0,-1.0,0.0,0.047696730082854244,0.3146923091002491,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.30910070138685997,-0.637544718246556,-1.0,0.0,-1.0,0.008305248074111352,1.3897348835920305,1.5813085643779532,0.309318948225169,-1.0,-1.0,0.0,-0.32117921821748113,-0.762000762001298,-1.0,-1.0,-1.0,0.1038261891908358,-1.0314490194210924,-1.0314490194210924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2833904963850127,-0.33200276341503665,0.043852900965258595,1.0,-1.0,1.0,0.45267873021280447,1.4985256829113847,1.5696461505905148,0.48532844838072164,1.0,-1.0,0.0,0.8026800745087843,0.2553769592276243
1355598697,-1.874851317707804,-1.0,-1.0,-1.0,-0.998967655698963,0.4373610837911093,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,0.7417589415522844,0.0,0.0,0.0,0.0,0.2884296310172663,-0.1720355438112771,0.6927364071001414,0.0,0.0,0.0,0.462434845974355,0.2774798039234946,-1.0,1.0,1.0,0.43566014797456126,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,1.0937330915119794,1.0518128514553688,0.5814493340824192,1.0,1.0,-1.0,-0.47806333971917525,-1.0304327237167925,1.398095592152938,1.175084704101646,0.5575350313599967,1.0,-1.0,0.0,0.33362340456890066,0.3090666530820399,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.30910070138685997,0.40377832155602555,-1.0,0.0,-1.0,0.27961001849489586,0.9964791720339922,1.0490513984951202,1.0765599305945683,-1.0,-1.0,0.0,0.3679307493899534,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-0.998967655698963,-0.998967655698963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146883840726104,-0.31141018695005307,-0.10963225241346275,1.0,-1.0,1.0,0.45267873021280447,1.4985256829113847,1.5696461505905148,-2.073271319938338,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1355797795,-1.874851317707804,-1.0,-1.0,-1.0,-0.9534937464879816,-1.9582148827142722,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,0.15481884606073854,-0.3091045136771728,0.6927364071001414,0.0,0.0,0.0,0.01563160042729871,0.2774798039234946,-1.0,1.0,1.0,1.0589938876908178,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,0.6986496733393621,0.659697761146083,0.5814493340824192,1.0,1.0,-1.0,-0.47806333971917525,-0.9850837229313602,0.12374383428896392,0.13346899219185365,0.5575350313599967,1.0,-1.0,0.0,0.022833540997111174,0.3090666530820399,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.24866201675814448,0.40377832155602555,-1.0,0.0,-1.0,0.14395763328449396,0.17099646218693887,0.5606271756849913,1.0765599305945683,-1.0,-1.0,0.0,0.7217980300532314,-0.762000762001298,-1.0,-1.0,-1.0,0.1038261891908358,-0.9534937464879816,-0.9534937464879816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850693057109616,-0.31141018695005307,-0.10963225241346275,1.0,-1.0,1.0,-1.0260717884816843,-0.7116744045933616,-0.8338745175012083,-2.073271319938338,1.0,-1.0,0.0,1.6220826505698334,0.2553769592276243
