,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B11,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFIB_B10,APUFIB_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUSN_A10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C53,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B11,STC_B21,Failure_4962W010
1291664404,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.24243658806118348,-0.04815148223412797,-0.1070663190309657,0.6403537592462755,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,-0.1591183024918887,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.5940711294352733,-0.2681135405576033,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-1.785126058126424,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,2.5758795825851775,14.747881203752712,14.747881203752712,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.950846996985914,-1.0217173451144463,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-1.4832907293353748,0.11761529216121694,-1.0278378984887988,-1.071794521497743,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-1.0036560952885731,0.18565780830094702,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,-0.005922451043735805,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-2.097624025748835,-0.9099940669719705,-1.0091233281989698,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,0.14744554245611638,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,1.5168949716665632,-1.2265462273526397,-0.24267862604438728,-0.24267862604438728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,-0.13655774839978368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-0.4768744903088784,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-11.611652600798804,-1.241486011858267,0.32429269065962546,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-0.8893985314214213,0.3388154635894691,-0.13655774839978368,-0.0478913142610577,-0.10758287072798407,0
1292025578,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.2372707545031784,-0.04815148223412797,-0.1070663190309657,0.3889300460471539,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,0.3271383282000501,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.2837488527632963,-0.36686842563475064,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-2.2289636727491375,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,2.2520069256221737,14.747881203752712,14.747881203752712,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.41276932093481566,-0.4408551236985137,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.467622046583626,0.12160362935268108,-0.3647525681413779,-0.8868929361302038,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-1.2665807205567492,0.11052820164522544,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,0.003557809418225472,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-2.51028685554425,-0.4764219096617331,-0.4137466743741333,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-1.3597755582062616,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,1.5168949716665632,-1.2265462273526397,-0.23751166617489328,-0.23751166617489328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,-0.13655774839978368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-0.07386188923386496,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.995978570360627,-1.7482071082300432,-1.5381624634633535,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-2.17001519775114,0.3388154635894691,-0.13655774839978368,-0.0478913142610577,-0.10758287072798407,0
1292208648,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.2372707545031784,-0.04815148223412797,8.19402715809568,-1.3081800180469167,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,0.3271383282000501,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.15308684153299018,-8.902112064445346,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-2.2289636727491375,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,2.2520069256221737,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-6.660775627893434,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,0.4178018610722645,0.42728134852638566,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.467622046583626,0.12160362935268108,0.4663143792273898,0.019124832170737485,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-1.2665807205567492,-7.394919503261362,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,-7.9503807181677395,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-2.51028685554425,0.6323855746070709,0.39338765529561925,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-1.3597755582062616,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,1.5168949716665632,-1.2265462273526397,-0.23492818624014628,-0.23492818624014628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,7.3229092579384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-7.071626144263656,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.995978570360627,0.78539837362884,1.0015491103407077,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-2.17001519775114,0.3388154635894691,7.3229092579384,-0.0478913142610577,9.295160030897824,0
1292518879,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.23339637933467455,-0.04815148223412797,-0.1070663190309657,0.703209687546056,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,-0.1591183024918887,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.4470763668011789,-0.38097626636005744,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-1.6186869526429066,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,3.248861726923882,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.8735845614503718,-0.8796586496594627,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.340611554035463,0.11824980035076788,-0.9747910720610052,-0.9146281739353346,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-0.7275852387569881,0.17814484763537422,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,-0.02488297196765971,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-1.9600697491503702,-0.846024404418001,-0.950813243546022,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-0.44674739145886044,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,2.2139329344618486,-1.2265462273526397,-0.23363644627277277,-0.23363644627277277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,-0.13655774839978368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-0.07386188923386496,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.23771613961503135,0.6164913415049144,0.8322350054204375,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-3.450631864080859,-2.9514591494904865,-0.13655774839978368,-0.0478913142610577,-0.10758287072798407,0
1292703183,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.23339637933467455,-0.04815148223412797,-0.1070663190309657,0.6403537592462755,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,-0.1591183024918887,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.4470763668011789,-0.3386527441841371,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-2.173483970921298,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,2.125822773558667,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.9232532700089346,-0.9364821278414561,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.467622046583626,0.12142234129852338,-1.0985670003925239,-0.9423634117404655,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-1.0299485578153906,0.14809300497308622,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,0.03199859080411065,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-2.3727325789457847,-0.8922247162625345,-0.950813243546022,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-1.3018055158730923,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,2.2139329344618486,-1.2265462273526397,-0.23363644627277277,-0.23363644627277277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,-0.13655774839978368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-0.07386188923386496,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.995978570360627,-1.5793000761061176,-1.7074765683836244,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-2.17001519775114,0.3388154635894691,-0.13655774839978368,-0.0478913142610577,-0.10758287072798407,0
1293138552,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.21789887866065924,-0.04815148223412797,-0.1070663190309657,0.703209687546056,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,-0.1591183024918887,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.5614056266276968,-0.25400569983229654,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-2.06252456726562,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,1.9071035766485906,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.9122157792181429,-0.9491095674374547,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.0865905689391417,0.13538152146864763,-0.9438470899781256,-1.007078966619104,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-1.0825334828690263,0.19317076896651875,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-5.645500988921772,-0.047891314261057576,0.003557809418225472,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-2.3727325789457847,-0.8602398849855499,-0.9661580026652188,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-0.011972073960097817,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,1.5168949716665632,-1.2265462273526397,-0.21813556666429074,-0.21813556666429074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,-0.13655774839978368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-0.07386188923386496,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.995978570360627,-1.5793000761061176,-1.5381624634633535,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-3.450631864080859,0.3388154635894691,-0.13655774839978368,-0.0478913142610577,-0.10758287072798407,0
1293591645,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.20369283637614521,-0.04815148223412797,-0.006447004156703295,0.703209687546056,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,-0.1591183024918887,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.43074361539739064,-0.45151546998659126,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-2.395402778232655,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,2.9334013467651143,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-1.0253500598237584,-0.8480900506694664,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.0865905689391417,0.17308943673339858,-1.1560343956893002,-2.1719589544346,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-1.6478214271956042,-5.802171842160064,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,-4.234118617078707,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-2.7853954087411994,-1.0734720934987814,-1.0643644610280782,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-1.8525209180381914,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,2.2139329344618486,-1.2265462273526397,-0.20392642702318223,-0.20392642702318223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,7.3229092579384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,6.923902365795928,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.995978570360627,-1.7482071082300432,-1.5381624634633535,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-2.17001519775114,0.3388154635894691,7.3229092579384,-0.0478913142610577,-0.10758287072798407,0
1294355664,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.16624054308060823,-0.04815148223412797,-0.1070663190309657,0.45178597434693435,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,-0.1591183024918887,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.202085095744355,-0.25400569983229654,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-1.8406057599542633,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,2.2772437560348764,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.4872723837726601,-0.49767860188050705,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.340611554035463,0.21677985778534595,-0.5680987361145869,-0.849912619056696,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-1.3060194143469757,0.14809300497308622,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,0.03199859080411065,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-2.51028685554425,-0.6683308973236414,-0.48126361449859933,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-0.1279121586264341,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,1.5168949716665632,-1.2265462273526397,-0.16646596796935068,-0.16646596796935068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,-0.13655774839978368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-0.07386188923386496,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.995978570360627,-1.5793000761061176,-1.5381624634633535,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-2.17001519775114,0.3388154635894691,-0.13655774839978368,-0.0478913142610577,-0.10758287072798407,0
1295093255,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.14041137529058273,-0.04815148223412797,-0.1070663190309657,0.3889300460471539,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,0.3271383282000501,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.21841784714814325,-0.6631330808661928,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-3.227598305650242,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,4.195242867400186,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-0.44341938142259674,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.6969847087977035,-0.7628548333964763,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.721643031679947,0.2574790259436951,-1.0985670003925239,-1.9500770519935533,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-2.541765153107403,0.0879893196485081,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,-0.0912447952013927,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-3.6107210683320288,-0.97396372952594,-0.757469278644142,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-1.9684610027045297,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,2.2139329344618486,-1.2265462273526397,-0.14063116862188063,-0.14063116862188063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,-0.13655774839978368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-0.07386188923386496,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.23771613961503135,-1.241486011858267,-1.5381624634633535,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-2.17001519775114,-2.9514591494904865,-0.13655774839978368,-0.0478913142610577,-0.10758287072798407,0
1295482880,0.7440645806139609,-2.0588148611916877,1.1632943141118408,-0.21951423157181307,-0.14041137529058273,-0.04815148223412797,11.262916261760685,-2.2510189425436224,0.0,0.0,0.0,0.0,-0.5741782699412102,2.088787199791448,-1.079942577633745,-0.568856450604964,0.3271383282000501,-0.3634891364698632,-0.42177905842275837,-0.4914033706918093,0.682966289812414,-0.5940711294352733,-9.254808082578014,-0.9879704171851365,-1.380310138924736,-1.1889681426070755,0.7279729939974261,-3.227598305650242,-0.09180677909189423,-0.5928662786817281,-0.5969695791771082,-0.867996993273027,4.195242867400186,-0.06780635036208144,-0.06780635036208144,-0.47853483565536575,-0.8551644470670399,-0.9685075125178675,-1.1205143984804538,0.0,-10.805679792207327,-0.42159357796324587,-0.8451734827188282,-0.9282661175342656,1.4807491921330889,0.0,-0.859787697961882,-1.065913383700441,0.20115234600187834,-0.2412274651749658,-0.2624254208211543,1.191234104140685,-2.721643031679947,0.2574790259436951,-1.067623018309644,-3.198162753224442,-1.0553118361674136,-0.7254390846219844,-0.34005578768744316,1.2666232616451991,-2.541765153107403,-7.394919503261362,-0.15761659902743635,-0.12534815775770458,0.14841708027377973,-0.8329456462412853,-0.05120635817508317,-0.047891314261057576,-8.339071397108173,-0.8402980369830703,-1.0543532755118186,-1.4584969834851214,0.7767436436463108,-3.6107210683320288,-0.7962702224315804,-0.8526067851831622,-0.24662413419050694,-0.6430022249288424,-1.0786409847663982,1.511967556221051,-1.9684610027045297,0.8528099250197106,0.574666307747263,0.4219862161620338,-1.0272494065786084,2.2139329344618486,-1.2265462273526397,-0.1302972488828926,-0.1302972488828926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39856890145983864,-0.7039313417499126,1.1140133037920281,7.3229092579384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8067970389469101,-7.071626144263656,0.5314597322448856,0.2879346532180149,-0.09726761504998493,-1.3822163167409056,-0.23771613961503135,-1.5793000761061176,-1.7074765683836244,0.029023133536048327,-1.874559876119788,0.23819799693795538,0.6579366519990453,-2.17001519775114,0.3388154635894691,7.3229092579384,-0.0478913142610577,9.295160030897824,0
