,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B11,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFIB_B20,APUFPLO_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BATTC_B21,BATTVMON_B21,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,INTSUP_B21,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B11,STC_B21,Failure_4961F03W,Failure_4962W010
1318799232,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.9975793469977532,-0.0963871690334947,-0.20290264679846917,-2.3212608181033785,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.31306121123082575,0.0,0.0,0.0,0.0,-0.4839087254151025,0.2573422749470021,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.1290368921725182,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,-0.011455891294680852,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.6334965628424535,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,-0.41355637105110044,-0.3308286395592659,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.4942430833767311,-1.9546598136976558,-0.3933644223436645,0.1592426230270211,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.3279516657794277,-0.06804138174397638,0.3377797871075352,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.33007096531753966,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.20157590843564957,-0.409832391637896,-0.3135555492432134,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,-0.05282046948208681,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.03560909247864777,-1.9974557091461695,-1.9974557091461695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14816170906358198,-0.29964055093268693,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.13659621335082997,0.0,-0.6795986748706527,-0.621671105099768,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1319074315,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.9748931249948374,-0.0963871690334947,-0.20290264679846917,0.44047460562833557,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.31306121123082575,0.0,0.0,0.0,0.0,-0.6459584066112093,0.1096087467366863,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.09660955505446778,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.07017160876618207,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,-0.8344110959292163,-0.7874113612231733,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.09100780480701913,-1.9354196443074674,-0.27114908580999625,-0.009282373056150005,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.06517966964760538,-0.06804138174397638,0.24735793507689768,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.2832508584578806,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.1851900788306546,-0.6824286032488032,-0.8225484512993991,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,0.3201621197768991,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.03560909247864777,-1.9747769445217238,-1.9747769445217238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9425095150313321,-0.29964055093268693,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.16812959451799125,0.0,1.220213401740325,1.3263813108806952,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1319291296,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.9522069029919218,-0.0963871690334947,-0.20290264679846917,0.305755804470691,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.176646988666389,0.0,0.0,0.0,0.0,-0.49864051461474856,0.21237989679603644,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.08850272077495518,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.1675680577024382,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,-0.4246314953899982,-0.39962877570040267,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.3467179814609826,-1.9175296622429059,-0.5644658934908,-0.2259573680202273,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.07660453904464129,-0.06804138174397638,0.32647705560370566,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.3207069439456077,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.1851900788306546,-0.537279971092346,-0.38142126951737143,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,-0.16041160099910193,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.679540181468082,-1.952098179897278,-1.952098179897278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6579865870065723,-0.29964055093268693,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.13659621335082997,0.0,-0.6795986748706527,-0.621671105099768,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1319409704,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.9408637919904639,-0.0963871690334947,-0.20290264679846917,0.305755804470691,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.31306121123082575,0.0,0.0,0.0,0.0,-0.4691769362154564,0.24449588118958338,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.14525056073154344,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.03956129624335808,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,-0.44955052515251825,-0.41526517027793375,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.2385329067227676,-1.9060530699750742,-0.43736194349578505,-0.2018823685797745,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.37365114336757094,-0.06804138174397638,0.33024463277164867,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.3113429225736764,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.20157590843564957,-0.5054180762287336,-0.3968452968524074,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,0.1910527619564812,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.679540181468082,-1.940758797585055,-1.940758797585055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1679748776305961,-0.29964055093268693,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.13659621335082997,0.0,-0.6795986748706527,-0.621671105099768,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1319505848,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.929520680989006,-0.0963871690334947,-0.20290264679846917,0.3731152050495133,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.31306121123082575,0.0,0.0,0.0,0.0,-0.587031249812625,0.21880309367474585,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.13714372645203082,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.10727501788475584,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,-0.5215388333553538,-0.4840653064190705,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.19919287954523412,-1.8974456257742005,-0.17337681658306162,-0.09755737100447794,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.29367705758832036,-0.06804138174397638,0.28880128392427346,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.3207069439456077,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.20157590843564957,-0.6328656556831836,-0.4770502389945942,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,0.1910527619564812,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.03560909247864777,-1.9294194152728323,-1.9294194152728323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4050773176512296,-0.29964055093268693,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.13659621335082997,0.0,-0.20464565571790883,-0.621671105099768,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1319603555,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.918177569987548,10.733225010597835,-0.20290264679846917,-0.6372758036328211,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.040232766101951006,0.0,0.0,0.0,0.0,3.832505510081198,0.21237989679603644,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.14525056073154344,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.06182334171450318,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,0.2869452433841844,0.31964537486602707,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.3172129610778332,-1.8830998854394108,0.6527988583845358,0.5845676131416916,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.48789983733792847,14.696938456698899,0.33024463277164867,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,12.83012267996591,0.3160249332596421,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.20976882323814822,0.6274492966997116,0.3836104863004108,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,0.29147115137236235,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.679540181468082,-1.9180800329606094,-1.9180800329606094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5749461011007228,-0.31845478691428175,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.16812959451799125,0.0,-0.20464565571790883,-0.8651776570973262,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,10.36822067666384,-0.20801257358446024,0,0
1320284652,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.8501189039788009,-0.0963871690334947,-0.20290264679846917,0.3731152050495133,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.31306121123082575,0.0,0.0,0.0,0.0,-0.08615041702465845,0.21880309367474585,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.10471638933398039,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.1657128872465091,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,0.8074760873123804,0.7824826543609469,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.6811082124700131,-1.8218351355390734,1.014556254524194,0.7932176082922847,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.019480192059462543,-0.06804138174397638,0.3227094784357621,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.33007096531753966,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.17699716402815596,0.8363217185833937,0.7908048079453595,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,0.0547706620349283,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.03560909247864777,-1.8500437390872724,-1.8500437390872724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5591392717660136,-0.33726902289587724,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.13659621335082997,0.0,1.4576899113166966,1.0828747588831371,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,1.118658414371711,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1320431820,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.8365071707770513,-0.0963871690334947,-0.20290264679846917,0.3731152050495133,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.44947543379526256,0.0,0.0,0.0,0.0,1.6080053409346402,0.20595669991732707,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.14525056073154344,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.1295370633558999,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,1.7765494669659363,1.7675755127454047,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.3172129610778332,-1.8081644888670971,1.6696304583446557,1.4512675929980012,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,0.38507601276460646,-0.06804138174397638,0.2661958209166138,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.3207069439456077,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.20976882323814822,1.7319949853049452,1.8026210011237167,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,0.3703713144848397,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.679540181468082,-1.8364364803126048,-1.8364364803126048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433324424313045,-0.35608325887747205,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.16812959451799125,0.0,1.220213401740325,1.0828747588831371,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,1.118658414371711,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1320541816,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.8251640597755936,-0.0963871690334947,-0.20290264679846917,0.3731152050495133,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.31306121123082575,0.0,0.0,0.0,0.0,-0.4691769362154564,0.16741751864507076,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.08039588649544256,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.047909563295038024,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.6334965628424535,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,-0.560301768541496,-0.49657442208109537,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.13034783198455122,-1.803607606643105,-0.8480054742489105,-0.4506573627977891,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,-0.03764415492571621,-0.06804138174397638,0.3340122099395922,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.2972968905157782,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.17699716402815596,-0.6965894454104087,-0.49247426632963015,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,0.08346163043946607,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.03560909247864777,-1.825097098000382,-1.825097098000382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06912756239003745,-0.29964055093268693,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.16812959451799125,0.0,-0.6795986748706527,-0.621671105099768,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
1320802053,1.3317340995356486,0.6050500843561485,1.0046189622237272,1.0277458874404075,-1.7911347267712199,-0.0963871690334947,-0.20290264679846917,0.44047460562833557,0.0,0.0,0.0,0.0,-0.8815179205657452,0.747750564234155,1.4044937663536539,1.0046189622237136,0.31306121123082575,0.0,0.0,0.0,0.0,-0.5281040930140407,0.14172473113023323,-0.9465780459883527,-0.7803786349130809,-1.3993012997885823,-1.383635440176532,0.04796854937739213,0.607676750156389,1.2497180750275025,0.42383301690890784,0.258553467369888,0.21487490432862,0.0,0.0,0.5268849463252985,2.1814404379264447,0.0,0.0,-0.027632323346161378,0.1627131582643291,0.3871512124046146,-0.1207097529224735,-0.8850715807388311,-0.6432223304452939,0.16862982819580258,-0.9479311204029187,-0.9156297967589283,0.1867004295169394,0.05805328118559563,0.799775894725686,1.3149252745861335,0.19919287954523412,-1.7715406576594572,-1.1755425761591414,-0.8599323532854909,-0.12261651290675599,-0.07719129767743893,-0.8229452022888007,-0.9344897676234899,-0.4032399756308601,-0.06804138174397638,0.3227094784357621,0.0,0.29062770342120575,0.0,0.0,0.16861700932484613,-0.09274040085361557,0.26920482639998305,0.4132199586350479,0.6205833083072088,-1.0046189622192696,-1.2070372350781413,0.16061133442315983,-0.9231629199960977,-0.9767887246497585,0.19388947480392263,-0.8436571281959113,-1.0421197296722953,-1.0421197296723257,-0.3469028956285944,1.312282288859393,1.531944280011801,1.0046189622238457,1.0046189622238457,0.679540181468082,-1.7910789510637135,-1.7910789510637135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601612631282935,0.0,0.0,0.0,0.0,-0.21979349113192917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43268463708834287,-0.26201207896949597,0.32513405003540435,0.3109523200899403,0.7598128873876532,0.833054790650516,-0.13659621335082997,0.0,-0.6795986748706527,-0.8651776570973262,0.9929053394583659,2.184797286202489,1.1264557733388818,1.3693424974771446,-0.3262753708584483,0.35263625963053963,-0.21979349113192917,-0.09644856443408224,-0.20801257358446024,0,0
