,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B11,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFIB_B20,APUFPLO_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BATTC_B21,BATTVMON_B21,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,INTSUP_B21,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B11,STC_B21,Failure_4962W010,Failure_4962W020
735629308,1.2430356911789626,0.285690638199784,-1.0,-1.0,0.5336753356058158,0.0,-0.38381800610805134,-1.9979649469918757,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.3029974945260045,0.0,0.0,0.0,0.0,-0.5861047327922364,0.3947364251068663,-1.76111667812112,-0.7810161383254,0.0,0.0,0.18264458277569395,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.446317144078701,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.26210488594593295,-0.27218791314227925,-0.05705270023517531,-0.1755250887162967,1.0,1.0,-1.7398045420497183,0.5851561473362725,0.10157923130321739,-0.12717211056879077,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.22085936039137577,0.6099503704404733,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.5614590687114814,-0.708174160243304,0.7653097270268018,0.0,0.0,0.15569370864316276,0.11621294044146349,-0.16100546864952817,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,-1.253561789187443,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.8048301721454935,0.5294436102206064,0.5294436102206064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7711673757377604,-0.4703110070332983,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.11769393291485965,0.0,1.637490184440829,1.4662313944732708,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.05299111885959103,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1330206743,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.8305904338289365,0.0,-0.38381800610805134,-1.9979649469918757,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.19697627176368115,0.0,0.0,0.0,0.0,-0.39891663811989936,0.3688636774974056,-1.76111667812112,-0.7810161383254,0.0,0.0,0.0787449698194608,1.290371254111402,-0.7596675380133623,-1.0,0.0,-0.007238661035460211,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.733666881671048,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.0024228704792350875,-0.02656902389252885,-0.05705270023517531,-0.1755250887162967,1.0,1.0,-0.11979942171134728,-1.8765824233888082,0.2133469748033991,-0.10842195458736027,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.2896838564833456,0.5718318160207875,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.5456250095986184,-0.708174160243304,0.7653097270268018,0.0,0.0,0.20599068034474202,0.22198375428497857,0.08170029566182699,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,0.3826396710147657,0.04707772357224698,-0.7811334658845787,1.0,1.0,-0.585331034287608,-1.837364259450366,-1.837364259450366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6827359869943316,-0.5169737179138864,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2481597862043828,0.0,-0.8974620293866447,-0.8917949110278898,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.05299111885959103,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1330548293,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.7910211322484384,0.0,-0.38381800610805134,0.4806756452079903,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.09095504900135781,0.0,0.0,0.0,0.0,-0.48400213569823436,0.3947364251068663,-1.76111667812112,-0.7810161383254,0.0,0.0,0.0700866687397747,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.1079850629174897,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.733666881671048,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.7490086649459916,-0.7440347267010103,-0.05705270023517531,-0.1755250887162967,1.0,1.0,1.02565874418447,-1.837103501051814,-0.7165606511181126,-0.6771766860240845,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.6043101243323508,0.62773902916966,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.5361245741309005,-0.708174160243304,0.7653097270268018,0.0,0.0,0.19162011700143425,-0.6818759276505137,-0.7138352651365037,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,-0.2322385847300124,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.10974956892893654,-1.7977524122592201,-1.7977524122592201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.5053080401937395,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-0.8974620293866447,-1.06022536142083,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.08331736158044196,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1330908331,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.7514518306679405,0.0,-0.38381800610805134,0.4806756452079903,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.19697627176368115,0.0,0.0,0.0,0.0,-0.3648824390885653,0.41026007367254275,-1.76111667812112,-0.7810161383254,0.0,0.0,0.000820260102285927,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.13734142570805033,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.6840881610793171,-0.7020209693293425,-0.05705270023517531,-0.1755250887162967,1.0,1.0,0.17474696380471957,-1.796485763647406,-0.738914199818149,-0.8834284018198197,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.8206156834785417,0.635362740053597,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.5424581977760459,-0.708174160243304,0.7653097270268018,0.0,0.0,0.17724955365812545,-0.8261088556189434,-0.7003516115636508,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,-0.19055192332358759,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.8048301721454935,-1.7581405650680741,-1.7581405650680741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.4819766847534451,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-1.0664588436418097,-0.8917949110278898,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.08331736158044196,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1331122130,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.7316671798776915,0.0,-0.38381800610805134,0.4806756452079903,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.09095504900135781,0.0,0.0,0.0,0.0,-0.6031218323079035,0.3378163803660528,-1.76111667812112,-0.7810161383254,0.0,0.0,-0.10307935285394723,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.18504551524271132,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.958524836515714,-0.9864217884606324,-0.05705270023517531,-0.1755250887162967,1.0,1.0,0.06020114721513738,-1.7773157100126158,-1.0473931718786504,-1.170930793535087,-1.8181430619534797,0.6375894792278415,1.0,0.0,-1.489196502657678,0.62773902916966,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.5171237031954651,-0.708174160243304,0.7653097270268018,0.0,0.0,0.13413786362819904,-0.8709813220980105,-0.9531701160546457,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,-1.0138634861004943,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.10974956892893654,-1.7383346414725012,-1.7383346414725012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.5053080401937395,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-1.0664588436418097,-0.8917949110278898,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.08331736158044196,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1331199342,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.721774854482567,0.0,-0.38381800610805134,0.4171207582285065,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.19697627176368115,0.0,0.0,0.0,0.0,0.26475024299111405,0.3792127765411899,-1.76111667812112,-0.7810161383254,0.0,0.0,0.000820260102285927,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.25843642221911284,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,0.5641560723571969,0.46466875460697216,-0.05705270023517531,-0.1755250887162967,1.0,1.0,0.6656576063314984,-1.769913412074429,-0.11301483621713149,-0.49592517820358994,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.9582646756624817,0.6048678965178488,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.5424581977760459,-0.708174160243304,0.7653097270268018,0.0,0.0,0.15569370864316276,0.020057655129177072,0.38845341444423426,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,-0.2739252461364387,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.10974956892893654,-1.7284316796747146,-1.7284316796747146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.5286393956340335,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-0.8974620293866447,-1.06022536142083,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.0984804829408675,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1331407150,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.701990203692318,0.0,-0.38381800610805134,0.4806756452079903,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.3029974945260045,0.0,0.0,0.0,0.0,-0.3308482400572313,0.4620055688914641,-1.76111667812112,-0.7810161383254,0.0,0.0,0.09606157197883299,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.055143609894481097,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.5808055412914259,-0.5889070071748522,-0.05705270023517531,-0.1755250887162967,1.0,1.0,0.7311123586684032,-1.7532107910857009,-0.738914199818149,-0.7146769979869454,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.5059894156295366,0.6328215030922848,-0.8620436567018863,0.0,0.0,0.0,0.20110493203106167,0.0,0.5519586332437637,-0.708174160243304,0.7653097270268018,0.0,0.0,0.19162011700143425,-0.7395690988378857,-0.5958532963740394,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,-0.34687690359768397,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.10974956892893654,-1.7086257560791416,-1.7086257560791416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.5053080401937395,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-1.0664588436418097,-0.8917949110278898,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.08331736158044196,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1331752354,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.6584639719537704,0.0,-0.38381800610805134,0.544230532187474,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.4090187172883288,0.0,0.0,0.0,0.0,-0.3648824390885653,0.49305286602281695,-1.76111667812112,-0.7810161383254,0.0,0.0,0.17398628169600786,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.1175258808244224,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.5424434253702092,-0.533965939842671,-0.05705270023517531,-0.1755250887162967,1.0,1.0,0.616566542078821,-1.6975986552936848,-0.6092636173579381,-0.533425490166451,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.10287450994799888,0.6302802661309727,-0.8620436567018863,0.0,0.0,0.0,0.20110493203106167,0.0,0.5677926923566268,-0.708174160243304,0.7653097270268018,0.0,0.0,0.22036124368805082,-0.669055222942209,-0.538547768689414,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,0.03872471441175402,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.8048301721454935,-1.665052724168881,-1.665052724168881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.5053080401937395,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-1.0664588436418097,-0.8917949110278898,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.0984804829408675,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1332106359,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.6188946703732725,0.0,-0.38381800610805134,0.4806756452079903,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.3029974945260045,0.0,0.0,0.0,0.0,-0.5690876332765694,0.4361328212820034,-1.76111667812112,-0.7810161383254,0.0,0.0,0.05277006658040251,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.2099984236146885,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.7873707808672085,-0.7989757940331914,-0.05705270023517531,-0.1755250887162967,1.0,1.0,0.48565703740501376,-1.6505276325072684,-0.6807949731980545,-0.7021768939993251,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.7616232582568535,0.6328215030922848,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.5456250095986184,-0.708174160243304,0.7653097270268018,0.0,0.0,0.17724955365812545,-0.6979018085358948,-0.7576571392482764,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,0.15336303327942408,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.8048301721454935,-1.625440876977735,-1.625440876977735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.5053080401937395,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-0.8974620293866447,-1.06022536142083,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.08331736158044196,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
1332291302,1.2430356911789626,0.285690638199784,-1.0,-1.0,-1.5991100195830235,0.0,-0.38381800610805134,0.4806756452079903,0.0,0.0,0.0,0.0,-1.1746896137720597,-0.3937261275473127,0.0,1.0,0.4090187172883288,0.0,0.0,0.0,0.0,-0.41593373763556635,0.4775292174571405,-1.76111667812112,-0.7810161383254,0.0,0.0,0.11337817413820518,1.290371254111402,-0.7596675380133623,-1.0,0.0,0.3120117843118865,0.0,0.0,-0.8620436566990362,0.0,0.0,0.0,-0.09253683173655099,0.22305623142379874,-0.8620436566990364,0.0,0.0,0.0,-0.09177258151447597,-0.6575297731338594,-0.6600072119576746,-0.05705270023517531,-0.1755250887162967,1.0,1.0,0.5511117897419162,-1.6292697512488867,-0.7791505874782143,-0.777177517925047,-1.8181430619534797,0.6375894792278415,1.0,0.0,-0.4273328486672852,0.635362740053597,-0.8620436567018863,0.0,0.0,0.0,0.19542315699970111,0.0,0.558292256888909,-0.708174160243304,0.7653097270268018,0.0,0.0,0.19162011700143425,-0.7555949797232667,-0.6700133910247313,-0.8937902102365721,-0.6660056765060748,-1.0,1.0,-0.38856356500410877,0.04707772357224698,-0.7811334658845787,1.0,1.0,0.8048301721454935,-1.6056349533821621,-1.6056349533821621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333276,0.0,0.0,0.0,0.0,-0.41573970964154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.111193162183169,-0.4819766847534451,1.0963277186195954,-0.7399206077459669,0.0,0.0,-0.2220666155464778,0.0,-0.8974620293866447,-0.8917949110278898,0.8756765376927732,0.2082744564660997,-1.0,0.0,-0.0984804829408675,0.2820380374088836,-0.41573970964154844,0.0,-0.38924947208076194,0,0
